SmartZoneName,curb_zone_id,week,day,bookings,Weekend_dummy,retail_nn1,retail_nn2,retail_nn3,quick_grocery_nn1,quick_grocery_nn2,quick_grocery_nn3,dining_nn1,dining_nn2,dining_nn3,housing_nn1,housing_nn2,housing_nn3,commercial_nn1,commercial_nn2,commercial_nn3,industrial_nn1,industrial_nn2,industrial_nn3,civic_nn1,civic_nn2,civic_nn3,school_nn1,school_nn2,school_nn3,healthcare_nn1,healthcare_nn2,healthcare_nn3,parking_nn1,parking_nn2,parking_nn3,attraction_nn1,attraction_nn2,attraction_nn3,CLASS_2,Bike_Network_dummy,geometry,dist_class_1,dist_class_2,dist_class_3,dist_class_4,dist_class_5,Prediction,Residual,AbsResidual
1200 Walnut Street (near 12 Street),17d,14,Mon,1,0,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.36291954566563117,0.6370804543343689,0.6370804543343689
1200 Walnut Street (near 12 Street),17d,14,Tue,0,0,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.36291954566563117,-0.36291954566563117,0.36291954566563117
1200 Walnut Street (near 12 Street),17d,14,Thu,0,0,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.36291954566563117,-0.36291954566563117,0.36291954566563117
1200 Walnut Street (near 12 Street),17d,14,Fri,0,0,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.36291954566563117,-0.36291954566563117,0.36291954566563117
1200 Walnut Street (near 12 Street),17d,15,Sun,0,1,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.00811551273059563,-0.00811551273059563,0.00811551273059563
1200 Walnut Street (near 12 Street),17d,15,Sat,0,1,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.00811551273059563,-0.00811551273059563,0.00811551273059563
1200 Walnut Street (near 12 Street),17d,44,Sun,0,1,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.00811551273059563,-0.00811551273059563,0.00811551273059563
1200 Walnut Street (near 12 Street),17d,44,Mon,0,0,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.36291954566563117,-0.36291954566563117,0.36291954566563117
1200 Walnut Street (near 12 Street),17d,44,Fri,0,0,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.36291954566563117,-0.36291954566563117,0.36291954566563117
1200 Walnut Street (near 12 Street),17d,44,Sat,0,1,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.00811551273059563,-0.00811551273059563,0.00811551273059563
1200 Walnut Street (near 12 Street),17d,45,Tue,1,0,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.36291954566563117,0.6370804543343689,0.6370804543343689
1200 Walnut Street (near 12 Street),17d,47,Wed,0,0,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.36291954566563117,-0.36291954566563117,0.36291954566563117
1200 Walnut Street (near 12 Street),17d,47,Thu,0,0,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.36291954566563117,-0.36291954566563117,0.36291954566563117
1200 Walnut Street (near 12 Street),17d,47,Fri,0,0,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.36291954566563117,-0.36291954566563117,0.36291954566563117
1200 Walnut Street (near 12 Street),17d,48,Thu,1,0,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.36291954566563117,0.6370804543343689,0.6370804543343689
1200 Walnut Street (near 12 Street),17d,49,Fri,0,0,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.36291954566563117,-0.36291954566563117,0.36291954566563117
1200 Walnut Street (near 12 Street),17d,51,Fri,0,0,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,1,"c(-75.1608812728214,  39.9488973423381)",3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,0.36291954566563117,-0.36291954566563117,0.36291954566563117
1299 Walnut Street (near 13 Street),18f,2,Tue,0,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,-0.32669856981047724,0.32669856981047724
1299 Walnut Street (near 13 Street),18f,2,Fri,0,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,-0.32669856981047724,0.32669856981047724
1299 Walnut Street (near 13 Street),18f,2,Sat,0,1,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.007264718479687517,-0.007264718479687517,0.007264718479687517
1299 Walnut Street (near 13 Street),18f,4,Fri,0,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,-0.32669856981047724,0.32669856981047724
1299 Walnut Street (near 13 Street),18f,5,Tue,0,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,-0.32669856981047724,0.32669856981047724
1299 Walnut Street (near 13 Street),18f,5,Sat,0,1,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.007264718479687517,-0.007264718479687517,0.007264718479687517
1299 Walnut Street (near 13 Street),18f,6,Sun,0,1,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.007264718479687517,-0.007264718479687517,0.007264718479687517
1299 Walnut Street (near 13 Street),18f,6,Fri,1,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,0.6733014301895228,0.6733014301895228
1299 Walnut Street (near 13 Street),18f,7,Sun,0,1,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.007264718479687517,-0.007264718479687517,0.007264718479687517
1299 Walnut Street (near 13 Street),18f,7,Thu,1,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,0.6733014301895228,0.6733014301895228
1299 Walnut Street (near 13 Street),18f,8,Tue,0,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,-0.32669856981047724,0.32669856981047724
1299 Walnut Street (near 13 Street),18f,10,Sun,0,1,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.007264718479687517,-0.007264718479687517,0.007264718479687517
1299 Walnut Street (near 13 Street),18f,10,Tue,1,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,0.6733014301895228,0.6733014301895228
1299 Walnut Street (near 13 Street),18f,10,Sat,0,1,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.007264718479687517,-0.007264718479687517,0.007264718479687517
1299 Walnut Street (near 13 Street),18f,12,Sun,0,1,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.007264718479687517,-0.007264718479687517,0.007264718479687517
1299 Walnut Street (near 13 Street),18f,14,Wed,0,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,-0.32669856981047724,0.32669856981047724
1299 Walnut Street (near 13 Street),18f,14,Thu,0,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,-0.32669856981047724,0.32669856981047724
1299 Walnut Street (near 13 Street),18f,42,Fri,1,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,0.6733014301895228,0.6733014301895228
1299 Walnut Street (near 13 Street),18f,44,Thu,0,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,-0.32669856981047724,0.32669856981047724
1299 Walnut Street (near 13 Street),18f,47,Tue,0,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,-0.32669856981047724,0.32669856981047724
1299 Walnut Street (near 13 Street),18f,51,Mon,0,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,-0.32669856981047724,0.32669856981047724
1299 Walnut Street (near 13 Street),18f,51,Tue,1,0,427.77752,58.96994,883.243,1864.482,2039.449,2390.03,262.30782,269.15496,276.8557,19.00038,42.13281,50.63159,288.9269,292.57799,298.89564,4152.354,4193.319,4220.975,512.8764,632.3635,784.0207,576.5467,701.70734,709.30315,698.8608,705.88356,718.71474,6214.272,6217.024,6219.541,218.447,564.81861,565.6569,2,1,"c(-75.1618176275014,  39.9489924185405)",3136.2231014016606,31.15366922157263,102.50416322001836,402.07322364966143,127.30394338167847,0.32669856981047724,0.6733014301895228,0.6733014301895228
1300 Chestnut Street (near Broad St),17f,1,Tue,6,0,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,1,"c(-75.1634930807773,  39.9508521190777)",2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,4.118421213009717,1.881578786990283,1.881578786990283
1300 Chestnut Street (near Broad St),17f,2,Mon,3,0,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,1,"c(-75.1634930807773,  39.9508521190777)",2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,4.118421213009717,-1.118421213009717,1.118421213009717
1300 Chestnut Street (near Broad St),17f,2,Wed,6,0,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,1,"c(-75.1634930807773,  39.9508521190777)",2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,4.118421213009717,1.881578786990283,1.881578786990283
1300 Chestnut Street (near Broad St),17f,3,Mon,5,0,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,1,"c(-75.1634930807773,  39.9508521190777)",2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,4.118421213009717,0.8815787869902829,0.8815787869902829
1300 Chestnut Street (near Broad St),17f,3,Thu,7,0,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,1,"c(-75.1634930807773,  39.9508521190777)",2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,4.118421213009717,2.881578786990283,2.881578786990283
1300 Chestnut Street (near Broad St),17f,3,Fri,6,0,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,1,"c(-75.1634930807773,  39.9508521190777)",2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,4.118421213009717,1.881578786990283,1.881578786990283
1300 Chestnut Street (near Broad St),17f,4,Fri,2,0,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,1,"c(-75.1634930807773,  39.9508521190777)",2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,4.118421213009717,-2.118421213009717,2.118421213009717
1300 Chestnut Street (near Broad St),17f,5,Tue,5,0,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,1,"c(-75.1634930807773,  39.9508521190777)",2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,4.118421213009717,0.8815787869902829,0.8815787869902829
