SmartZoneName,week,day,Events,retail_nn1,retail_nn2,retail_nn3,quick_grocery_nn1,quick_grocery_nn2,quick_grocery_nn3,dining_nn1,dining_nn2,dining_nn3,housing_nn1,housing_nn2,housing_nn3,commercial_nn1,commercial_nn2,commercial_nn3,industrial_nn1,industrial_nn2,industrial_nn3,civic_nn1,civic_nn2,civic_nn3,school_nn1,school_nn2,school_nn3,healthcare_nn1,healthcare_nn2,healthcare_nn3,parking_nn1,parking_nn2,parking_nn3,attraction_nn1,attraction_nn2,attraction_nn3,Road_class,dist_class_1,dist_class_2,dist_class_3,dist_class_4,dist_class_5,Prediction,Residual,AbsResidual
100 Broad (near Walnut St),9,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,5.783167198982599e-4,-5.783167198982599e-4,5.783167198982599e-4
100 Broad (near Walnut St),9,Thu,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,5.243038625448847e-4,-5.243038625448847e-4,5.243038625448847e-4
100 Broad (near Walnut St),10,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,3.744911838358798e-4,-3.744911838358798e-4,3.744911838358798e-4
100 Broad (near Walnut St),10,Wed,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,4.6753443172163297e-4,-4.6753443172163297e-4,4.6753443172163297e-4
100 Broad (near Walnut St),11,Thu,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,5.404874839916637e-4,-5.404874839916637e-4,5.404874839916637e-4
100 Broad (near Walnut St),11,Wed,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,4.163439555311565e-4,-4.163439555311565e-4,4.163439555311565e-4
100 Broad (near Walnut St),12,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,4.1918364415333994e-4,-4.1918364415333994e-4,4.1918364415333994e-4
100 Broad (near Walnut St),12,Thu,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,2.835735645777426e-4,-2.835735645777426e-4,2.835735645777426e-4
100 Broad (near Walnut St),13,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,2.941836441533395e-4,-2.941836441533395e-4,2.941836441533395e-4
100 Broad (near Walnut St),14,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.004005981695059247,-0.004005981695059247,0.004005981695059247
100 Broad (near Walnut St),42,Thu,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,2.835735645777425e-4,-2.835735645777425e-4,2.835735645777425e-4
100 Broad (near Walnut St),43,Tue,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,3.664033696906968e-4,-3.664033696906968e-4,3.664033696906968e-4
100 Broad (near Walnut St),43,Wed,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,3.3821895553115647e-4,-3.3821895553115647e-4,3.3821895553115647e-4
100 Broad (near Walnut St),44,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.004142976644554199,-0.004142976644554199,0.004142976644554199
100 Broad (near Walnut St),44,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,4.0529475526445184e-4,-4.0529475526445184e-4,4.0529475526445184e-4
100 Broad (near Walnut St),45,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.004014008390585943,-0.004014008390585943,0.004014008390585943
100 Broad (near Walnut St),45,Thu,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,2.835735645777428e-4,-2.835735645777428e-4,2.835735645777428e-4
100 Broad (near Walnut St),46,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,9.281671298232114e-4,-9.281671298232114e-4,9.281671298232114e-4
100 Broad (near Walnut St),47,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.004640402642089565,-0.004640402642089565,0.004640402642089565
100 Broad (near Walnut St),47,Wed,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,5.975748220881115e-4,-5.975748220881115e-4,5.975748220881115e-4
100 Broad (near Walnut St),48,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0044404026420895625,-0.0044404026420895625,0.0044404026420895625
100 Broad (near Walnut St),48,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,6.329618245076104e-4,-6.329618245076104e-4,6.329618245076104e-4
100 Broad (near Walnut St),48,Tue,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.001412585146290436,-0.001412585146290436,0.001412585146290436
100 Broad (near Walnut St),48,Wed,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,6.314132059264975e-4,-6.314132059264975e-4,6.314132059264975e-4
100 Broad (near Walnut St),49,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.004878486488068146,-0.004878486488068146,0.004878486488068146
100 Broad (near Walnut St),49,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,2.562905790863633e-4,-2.562905790863633e-4,2.562905790863633e-4
100 Broad (near Walnut St),49,Thu,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,3.4348547231573896e-4,-3.4348547231573896e-4,3.4348547231573896e-4
100 Broad (near Walnut St),50,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.004621274949606609,-0.004621274949606609,0.004621274949606609
100 Broad (near Walnut St),50,Tue,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.005429266308695274,-0.005429266308695274,0.005429266308695274
100 Broad (near Walnut St),51,Thu,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,4.506283294585968e-4,-4.506283294585968e-4,4.506283294585968e-4
100 Broad (near Walnut St),52,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.005304555711510231,-0.005304555711510231,0.005304555711510231
100 Broad (near Walnut St),52,Tue,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.00599434567377464,-0.00599434567377464,0.00599434567377464
100 Broad (near Walnut St),52,Wed,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0017314921904623257,-0.0017314921904623257,0.0017314921904623257
1000 Chestnut St (near 11 St),3,Tue,0,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,0.3004309635246597,-0.3004309635246597,0.3004309635246597
1000 Chestnut St (near 11 St),5,Mon,0.5,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,0.30065015061587796,0.19934984938412204,0.19934984938412204
1000 Chestnut St (near 11 St),5,Thu,0.5,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,0.3027552036419119,0.19724479635808811,0.19724479635808811
1000 Chestnut St (near 11 St),6,Mon,0.5,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,0.30059875278086745,0.19940124721913255,0.19940124721913255
1000 Chestnut St (near 11 St),7,Thu,0.75,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,0.30646749420227626,0.44353250579772374,0.44353250579772374
1000 Chestnut St (near 11 St),8,Fri,0,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,0.33011999439474826,-0.33011999439474826,0.33011999439474826
1000 Chestnut St (near 11 St),8,Mon,0.5,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,0.3064672602542776,0.19353273974572238,0.19353273974572238
