SmartZoneName,week,day,Events,retail_nn1,retail_nn2,retail_nn3,quick_grocery_nn1,quick_grocery_nn2,quick_grocery_nn3,dining_nn1,dining_nn2,dining_nn3,housing_nn1,housing_nn2,housing_nn3,commercial_nn1,commercial_nn2,commercial_nn3,industrial_nn1,industrial_nn2,industrial_nn3,civic_nn1,civic_nn2,civic_nn3,school_nn1,school_nn2,school_nn3,healthcare_nn1,healthcare_nn2,healthcare_nn3,parking_nn1,parking_nn2,parking_nn3,attraction_nn1,attraction_nn2,attraction_nn3,Road_class,dist_class_1,dist_class_2,dist_class_3,dist_class_4,dist_class_5,Prediction,Residual,AbsResidual
100 Broad (near Walnut St),9,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0023132668795930395,-0.0023132668795930395,0.0023132668795930395
100 Broad (near Walnut St),9,Thu,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.002097215450179539,-0.002097215450179539,0.002097215450179539
100 Broad (near Walnut St),10,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0014979647353435192,-0.0014979647353435192,0.0014979647353435192
100 Broad (near Walnut St),10,Wed,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0018701377268865319,-0.0018701377268865319,0.0018701377268865319
100 Broad (near Walnut St),11,Thu,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0021619499359666547,-0.0021619499359666547,0.0021619499359666547
100 Broad (near Walnut St),11,Wed,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.001665375822124626,-0.001665375822124626,0.001665375822124626
100 Broad (near Walnut St),12,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0016767345766133597,-0.0016767345766133597,0.0016767345766133597
100 Broad (near Walnut St),12,Thu,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0011342942583109704,-0.0011342942583109704,0.0011342942583109704
100 Broad (near Walnut St),13,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.001176734576613358,-0.001176734576613358,0.001176734576613358
100 Broad (near Walnut St),14,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.016023926780236987,-0.016023926780236987,0.016023926780236987
100 Broad (near Walnut St),42,Thu,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.00113429425831097,-0.00113429425831097,0.00113429425831097
100 Broad (near Walnut St),43,Tue,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0014656134787627872,-0.0014656134787627872,0.0014656134787627872
100 Broad (near Walnut St),43,Wed,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0013528758221246259,-0.0013528758221246259,0.0013528758221246259
100 Broad (near Walnut St),44,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.016571906578216795,-0.016571906578216795,0.016571906578216795
100 Broad (near Walnut St),44,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0016211790210578073,-0.0016211790210578073,0.0016211790210578073
100 Broad (near Walnut St),45,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.016056033562343773,-0.016056033562343773,0.016056033562343773
100 Broad (near Walnut St),45,Thu,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0011342942583109712,-0.0011342942583109712,0.0011342942583109712
100 Broad (near Walnut St),46,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0037126685192928454,-0.0037126685192928454,0.0037126685192928454
100 Broad (near Walnut St),47,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.01856161056835826,-0.01856161056835826,0.01856161056835826
100 Broad (near Walnut St),47,Wed,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.002390299288352446,-0.002390299288352446,0.002390299288352446
100 Broad (near Walnut St),48,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.01776161056835825,-0.01776161056835825,0.01776161056835825
100 Broad (near Walnut St),48,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0025318472980304417,-0.0025318472980304417,0.0025318472980304417
100 Broad (near Walnut St),48,Tue,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.005650340585161744,-0.005650340585161744,0.005650340585161744
100 Broad (near Walnut St),48,Wed,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.00252565282370599,-0.00252565282370599,0.00252565282370599
100 Broad (near Walnut St),49,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.019513945952272585,-0.019513945952272585,0.019513945952272585
100 Broad (near Walnut St),49,Mon,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0010251623163454531,-0.0010251623163454531,0.0010251623163454531
100 Broad (near Walnut St),49,Thu,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0013739418892629559,-0.0013739418892629559,0.0013739418892629559
100 Broad (near Walnut St),50,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.018485099798426437,-0.018485099798426437,0.018485099798426437
100 Broad (near Walnut St),50,Tue,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.021717065234781095,-0.021717065234781095,0.021717065234781095
100 Broad (near Walnut St),51,Thu,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.0018025133178343872,-0.0018025133178343872,0.0018025133178343872
100 Broad (near Walnut St),52,Fri,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.021218222846040923,-0.021218222846040923,0.021218222846040923
100 Broad (near Walnut St),52,Tue,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.02397738269509856,-0.02397738269509856,0.02397738269509856
100 Broad (near Walnut St),52,Wed,0,686.4404,688.0856,701.7737,1554.719,1978.099,2488.709,457.27362,468.02846,473.9343,305.32607,308.3329,310.8122,30.26416,34.29026,59.10491,4018.772,4045.383,4074.619,601.9115,669.6698,920.1695,1040.9537,1240.39206,1242.44443,739.0862,1113.6219,1128.2737,5751.449,5754.484,5757.288,160.50695,168.41485,253.8096,2,3032.5956945790113,65.95892686846547,214.29753883245314,489.02140134716245,173.98221860585758,0.006925968761849303,-0.006925968761849303,0.006925968761849303
1000 Chestnut St (near 11 St),3,Tue,0,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2017238540986388,-1.2017238540986388,1.2017238540986388
1000 Chestnut St (near 11 St),5,Mon,2,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2026006024635119,0.7973993975364881,0.7973993975364881
1000 Chestnut St (near 11 St),5,Thu,2,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2110208145676475,0.7889791854323525,0.7889791854323525
1000 Chestnut St (near 11 St),6,Mon,2,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2023950111234698,0.7976049888765302,0.7976049888765302
1000 Chestnut St (near 11 St),7,Thu,3,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.225869976809105,1.774130023190895,1.774130023190895
1000 Chestnut St (near 11 St),8,Fri,0,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.320479977578993,-1.320479977578993,1.320479977578993
1000 Chestnut St (near 11 St),8,Mon,2,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2258690410171105,0.7741309589828895,0.7741309589828895
