SmartZoneName,curb_zone_id,week,car,freight,truck,van,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Mid_Day,overnight,PM_Rush,Total_Events,Total_Dwell_Time,Average_Dwell_Time,Precipitation,log_events,retail_nn1,retail_nn2,retail_nn3,quick_grocery_nn1,quick_grocery_nn2,quick_grocery_nn3,dining_nn1,dining_nn2,dining_nn3,housing_nn1,housing_nn2,housing_nn3,commercial_nn1,commercial_nn2,commercial_nn3,industrial_nn1,industrial_nn2,industrial_nn3,civic_nn1,civic_nn2,civic_nn3,school_nn1,school_nn2,school_nn3,healthcare_nn1,healthcare_nn2,healthcare_nn3,parking_nn1,parking_nn2,parking_nn3,attraction_nn1,attraction_nn2,attraction_nn3
1300 Chestnut Street (near Broad St),17f,14,40,1,0,1,2,7,6,8,5,7,7,10,16,16,"42",1214.01,28.905,0.3601,1.6232492903979," 423.7552"," 873.4243"," 959.73279","1655.799","2172.050","2341.628"," 157.6136"," 194.2135"," 320.23321"," 320.49538"," 327.9968"," 337.0223","  38.59505","  45.76892","  49.07258","4118.321","4154.635","4169.325"," 543.6110"," 552.9657"," 552.9657"," 884.7291","1382.4490","1389.53319","1003.5136","1388.4272","1405.36359","6150.121","6153.340","6156.332"," 304.79587"," 308.43870"," 310.16116"
1300 Chestnut Street (near Broad St),17f,15,20,0,0,1,1,3,1,5,7,4,0,1,12,8,"21",860.56,40.9790476190476,0.0005,1.32221929473392," 423.7552"," 873.4243"," 959.73279","1655.799","2172.050","2341.628"," 157.6136"," 194.2135"," 320.23321"," 320.49538"," 327.9968"," 337.0223","  38.59505","  45.76892","  49.07258","4118.321","4154.635","4169.325"," 543.6110"," 552.9657"," 552.9657"," 884.7291","1382.4490","1389.53319","1003.5136","1388.4272","1405.36359","6150.121","6153.340","6156.332"," 304.79587"," 308.43870"," 310.16116"
1300 Chestnut Street (near Broad St),17f,42,28,0,0,1,4,6,1,6,4,4,4,8,14,7,"29",1833.59,63.2272413793103,5.6804,1.46239799789896," 423.7552"," 873.4243"," 959.73279","1655.799","2172.050","2341.628"," 157.6136"," 194.2135"," 320.23321"," 320.49538"," 327.9968"," 337.0223","  38.59505","  45.76892","  49.07258","4118.321","4154.635","4169.325"," 543.6110"," 552.9657"," 552.9657"," 884.7291","1382.4490","1389.53319","1003.5136","1388.4272","1405.36359","6150.121","6153.340","6156.332"," 304.79587"," 308.43870"," 310.16116"
1300 Chestnut Street (near Broad St),17f,43,18,0,1,1,6,0,3,2,4,1,4,2,11,7,"20",885.15,44.2575,6.0934,1.30102999566398," 423.7552"," 873.4243"," 959.73279","1655.799","2172.050","2341.628"," 157.6136"," 194.2135"," 320.23321"," 320.49538"," 327.9968"," 337.0223","  38.59505","  45.76892","  49.07258","4118.321","4154.635","4169.325"," 543.6110"," 552.9657"," 552.9657"," 884.7291","1382.4490","1389.53319","1003.5136","1388.4272","1405.36359","6150.121","6153.340","6156.332"," 304.79587"," 308.43870"," 310.16116"
1300 Chestnut Street (near Broad St),17f,44,13,0,0,0,3,2,1,1,1,4,1,1,5,7,"13",573.32,44.1015384615385,1.3507,1.11394335230684," 423.7552"," 873.4243"," 959.73279","1655.799","2172.050","2341.628"," 157.6136"," 194.2135"," 320.23321"," 320.49538"," 327.9968"," 337.0223","  38.59505","  45.76892","  49.07258","4118.321","4154.635","4169.325"," 543.6110"," 552.9657"," 552.9657"," 884.7291","1382.4490","1389.53319","1003.5136","1388.4272","1405.36359","6150.121","6153.340","6156.332"," 304.79587"," 308.43870"," 310.16116"
1300 Chestnut Street (near Broad St),17f,45,22,0,3,2,5,6,2,4,7,2,1,4,16,7,"27",879.9,32.5888888888889,3.4217,1.43136376415899," 423.7552"," 873.4243"," 959.73279","1655.799","2172.050","2341.628"," 157.6136"," 194.2135"," 320.23321"," 320.49538"," 327.9968"," 337.0223","  38.59505","  45.76892","  49.07258","4118.321","4154.635","4169.325"," 543.6110"," 552.9657"," 552.9657"," 884.7291","1382.4490","1389.53319","1003.5136","1388.4272","1405.36359","6150.121","6153.340","6156.332"," 304.79587"," 308.43870"," 310.16116"
1300 Chestnut Street (near Broad St),17f,46,36,0,0,2,6,7,6,5,6,4,4,9,18,11,"38",1365.29,35.9286842105263,11.6212,1.57978359661681," 423.7552"," 873.4243"," 959.73279","1655.799","2172.050","2341.628"," 157.6136"," 194.2135"," 320.23321"," 320.49538"," 327.9968"," 337.0223","  38.59505","  45.76892","  49.07258","4118.321","4154.635","4169.325"," 543.6110"," 552.9657"," 552.9657"," 884.7291","1382.4490","1389.53319","1003.5136","1388.4272","1405.36359","6150.121","6153.340","6156.332"," 304.79587"," 308.43870"," 310.16116"
1300 Chestnut Street (near Broad St),17f,47,24,0,0,1,1,7,5,4,0,4,4,4,5,16,"25",664.89,26.5956,0.4505,1.39794000867204," 423.7552"," 873.4243"," 959.73279","1655.799","2172.050","2341.628"," 157.6136"," 194.2135"," 320.23321"," 320.49538"," 327.9968"," 337.0223","  38.59505","  45.76892","  49.07258","4118.321","4154.635","4169.325"," 543.6110"," 552.9657"," 552.9657"," 884.7291","1382.4490","1389.53319","1003.5136","1388.4272","1405.36359","6150.121","6153.340","6156.332"," 304.79587"," 308.43870"," 310.16116"
1300 Chestnut Street (near Broad St),17f,48,22,0,0,1,4,6,2,2,5,1,3,7,7,9,"23",852.31,37.0569565217391,6.7022,1.36172783601759," 423.7552"," 873.4243"," 959.73279","1655.799","2172.050","2341.628"," 157.6136"," 194.2135"," 320.23321"," 320.49538"," 327.9968"," 337.0223","  38.59505","  45.76892","  49.07258","4118.321","4154.635","4169.325"," 543.6110"," 552.9657"," 552.9657"," 884.7291","1382.4490","1389.53319","1003.5136","1388.4272","1405.36359","6150.121","6153.340","6156.332"," 304.79587"," 308.43870"," 310.16116"
1300 Chestnut Street (near Broad St),17f,49,30,0,0,5,3,9,2,6,4,4,7,4,20,11,"35",1208.77,34.5362857142857,8.1838,1.54406804435028," 423.7552"," 873.4243"," 959.73279","1655.799","2172.050","2341.628"," 157.6136"," 194.2135"," 320.23321"," 320.49538"," 327.9968"," 337.0223","  38.59505","  45.76892","  49.07258","4118.321","4154.635","4169.325"," 543.6110"," 552.9657"," 552.9657"," 884.7291","1382.4490","1389.53319","1003.5136","1388.4272","1405.36359","6150.121","6153.340","6156.332"," 304.79587"," 308.43870"," 310.16116"
1300 Chestnut Street (near Broad St),17f,50,35,0,1,3,1,6,7,6,6,5,8,6,16,17,"39",1247.97,31.9992307692308,15.9223,1.5910646070265," 423.7552"," 873.4243"," 959.73279","1655.799","2172.050","2341.628"," 157.6136"," 194.2135"," 320.23321"," 320.49538"," 327.9968"," 337.0223","  38.59505","  45.76892","  49.07258","4118.321","4154.635","4169.325"," 543.6110"," 552.9657"," 552.9657"," 884.7291","1382.4490","1389.53319","1003.5136","1388.4272","1405.36359","6150.121","6153.340","6156.332"," 304.79587"," 308.43870"," 310.16116"
1300 Chestnut Street (near Broad St),17f,51,30,0,1,1,2,9,4,1,5,6,5,2,13,17,"32",1017.68,31.8025,8.9926,1.50514997831991," 423.7552"," 873.4243"," 959.73279","1655.799","2172.050","2341.628"," 157.6136"," 194.2135"," 320.23321"," 320.49538"," 327.9968"," 337.0223","  38.59505","  45.76892","  49.07258","4118.321","4154.635","4169.325"," 543.6110"," 552.9657"," 552.9657"," 884.7291","1382.4490","1389.53319","1003.5136","1388.4272","1405.36359","6150.121","6153.340","6156.332"," 304.79587"," 308.43870"," 310.16116"
1300 Chestnut Street (near Broad St),17f,52,30,0,0,2,3,3,5,6,8,5,2,4,12,16,"32",1260.49,39.3903125,0,1.50514997831991," 423.7552"," 873.4243"," 959.73279","1655.799","2172.050","2341.628"," 157.6136"," 194.2135"," 320.23321"," 320.49538"," 327.9968"," 337.0223","  38.59505","  45.76892","  49.07258","4118.321","4154.635","4169.325"," 543.6110"," 552.9657"," 552.9657"," 884.7291","1382.4490","1389.53319","1003.5136","1388.4272","1405.36359","6150.121","6153.340","6156.332"," 304.79587"," 308.43870"," 310.16116"
1300 Chestnut Street (near Broad St),17f,53,4,0,0,0,0,0,0,0,0,0,4,0,3,1,"4",144.98,36.245,2.5013,0.602059991327962," 423.7552"," 873.4243"," 959.73279","1655.799","2172.050","2341.628"," 157.6136"," 194.2135"," 320.23321"," 320.49538"," 327.9968"," 337.0223","  38.59505","  45.76892","  49.07258","4118.321","4154.635","4169.325"," 543.6110"," 552.9657"," 552.9657"," 884.7291","1382.4490","1389.53319","1003.5136","1388.4272","1405.36359","6150.121","6153.340","6156.332"," 304.79587"," 308.43870"," 310.16116"
1300 Walnut Street (near 13 Street),17c,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,"1",17.89,17.89,2.8022,0," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,"2",137.76,68.88,1.6321,0.301029995663981," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,4,0,0,1,1,0,0,1,0,0,1,0,2,0,0,"2",59.1,29.55,12.4127,0.301029995663981," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,5,0,0,1,1,0,0,1,0,0,1,0,2,0,0,"2",223.92,111.96,0.2545,0.301029995663981," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"1",20.2,20.2,0.0906,0," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,7,0,0,1,1,0,0,1,0,0,1,0,2,0,0,"2",178.82,89.41,6.9221,0.301029995663981," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"1",24.93,24.93,0.5716,0," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,9,0,0,2,1,0,0,2,0,0,1,0,3,0,0,"3",156.57,52.19,8.2545,0.477121254719662," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,10,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"1",120,120,1.952,0," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,11,0,0,1,1,0,0,1,0,0,1,0,2,0,0,"2",64.26,32.13,0.6058,0.301029995663981," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,12,0,0,1,4,0,0,0,2,1,2,0,5,0,0,"5",153.99,30.798,5.4921,0.698970004336019," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,13,0,0,1,1,0,0,0,1,0,1,0,2,0,0,"2",43.4,21.7,6.4729,0.301029995663981," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,14,0,0,2,2,0,1,1,1,0,1,0,4,0,0,"4",124.53,31.1325,0.3601,0.602059991327962," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,15,0,0,2,0,0,0,1,1,0,0,0,2,0,0,"2",132.47,66.235,0.0005,0.301029995663981," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,42,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"1",62.78,62.78,5.6804,0," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,"1",24.26,24.26,1.3507,0," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,45,0,0,2,0,0,0,2,0,0,0,0,2,0,0,"2",79.9,39.95,3.4217,0.301029995663981," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,46,0,0,2,0,0,0,1,1,0,0,0,2,0,0,"2",78.17,39.085,11.6212,0.301029995663981," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,47,0,0,2,0,0,0,2,0,0,0,0,2,0,0,"2",105.23,52.615,0.4505,0.301029995663981," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,48,0,0,1,2,0,0,1,0,2,0,0,3,0,0,"3",143.52,47.84,6.7022,0.477121254719662," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,49,0,0,2,0,0,0,2,0,0,0,0,2,0,0,"2",94.54,47.27,8.1838,0.301029995663981," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,50,0,0,1,2,0,0,1,0,0,2,0,3,0,0,"3",117.85,39.2833333333333,15.9223,0.477121254719662," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,51,0,0,1,0,0,0,1,0,0,0,0,1,0,0,"1",28.35,28.35,8.9926,0," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1300 Walnut Street (near 13 Street),17c,52,0,0,1,2,0,0,0,2,0,1,0,3,0,0,"3",165.63,55.21,0,0.477121254719662," 601.17062"," 855.0282"," 983.4105","2002.854","2007.837","2508.645"," 331.8760"," 385.87799"," 387.40186"," 375.68849"," 379.3918"," 392.0822","  96.04947"," 105.99211"," 109.37865","4071.589","4108.539","4136.713"," 620.6715"," 646.5138"," 800.9203"," 708.4852"," 905.47582"," 911.19814"," 748.6777"," 902.47062"," 907.59417","6047.982","6050.805","6053.393"," 341.8243"," 361.67339"," 362.93579"
1399 Walnut Street (near Broad Street),18a,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,"1",83.89,83.89,12.4127,0," 688.6161"," 717.8980"," 745.3861","1634.296","1970.544","2537.176"," 451.63714"," 460.38598"," 467.0063"," 243.22061"," 243.6261"," 245.4003","  50.61700","  59.61547","  67.71759","3977.876","4006.506","4035.560"," 629.9582"," 687.1304"," 880.7685","1002.3074","1187.36637","1190.41890"," 732.1884","1099.3521","1116.0662","5766.995","5769.973","5772.719","  72.83143","  81.94180"," 215.99924"
1399 Walnut Street (near Broad Street),18a,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"1",53.98,53.98,0.0906,0," 688.6161"," 717.8980"," 745.3861","1634.296","1970.544","2537.176"," 451.63714"," 460.38598"," 467.0063"," 243.22061"," 243.6261"," 245.4003","  50.61700","  59.61547","  67.71759","3977.876","4006.506","4035.560"," 629.9582"," 687.1304"," 880.7685","1002.3074","1187.36637","1190.41890"," 732.1884","1099.3521","1116.0662","5766.995","5769.973","5772.719","  72.83143","  81.94180"," 215.99924"
1399 Walnut Street (near Broad Street),18a,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"1",46.36,46.36,6.9221,0," 688.6161"," 717.8980"," 745.3861","1634.296","1970.544","2537.176"," 451.63714"," 460.38598"," 467.0063"," 243.22061"," 243.6261"," 245.4003","  50.61700","  59.61547","  67.71759","3977.876","4006.506","4035.560"," 629.9582"," 687.1304"," 880.7685","1002.3074","1187.36637","1190.41890"," 732.1884","1099.3521","1116.0662","5766.995","5769.973","5772.719","  72.83143","  81.94180"," 215.99924"
1399 Walnut Street (near Broad Street),18a,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"1",101.21,101.21,8.2545,0," 688.6161"," 717.8980"," 745.3861","1634.296","1970.544","2537.176"," 451.63714"," 460.38598"," 467.0063"," 243.22061"," 243.6261"," 245.4003","  50.61700","  59.61547","  67.71759","3977.876","4006.506","4035.560"," 629.9582"," 687.1304"," 880.7685","1002.3074","1187.36637","1190.41890"," 732.1884","1099.3521","1116.0662","5766.995","5769.973","5772.719","  72.83143","  81.94180"," 215.99924"
1399 Walnut Street (near Broad Street),18a,14,0,0,0,1,0,0,1,0,0,0,0,1,0,0,"1",102.22,102.22,0.3601,0," 688.6161"," 717.8980"," 745.3861","1634.296","1970.544","2537.176"," 451.63714"," 460.38598"," 467.0063"," 243.22061"," 243.6261"," 245.4003","  50.61700","  59.61547","  67.71759","3977.876","4006.506","4035.560"," 629.9582"," 687.1304"," 880.7685","1002.3074","1187.36637","1190.41890"," 732.1884","1099.3521","1116.0662","5766.995","5769.973","5772.719","  72.83143","  81.94180"," 215.99924"
1399 Walnut Street (near Broad Street),18a,44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,"1",72.22,72.22,1.3507,0," 688.6161"," 717.8980"," 745.3861","1634.296","1970.544","2537.176"," 451.63714"," 460.38598"," 467.0063"," 243.22061"," 243.6261"," 245.4003","  50.61700","  59.61547","  67.71759","3977.876","4006.506","4035.560"," 629.9582"," 687.1304"," 880.7685","1002.3074","1187.36637","1190.41890"," 732.1884","1099.3521","1116.0662","5766.995","5769.973","5772.719","  72.83143","  81.94180"," 215.99924"
1399 Walnut Street (near Broad Street),18a,46,0,0,0,2,0,0,0,2,0,0,0,2,0,0,"2",136.01,68.005,11.6212,0.301029995663981," 688.6161"," 717.8980"," 745.3861","1634.296","1970.544","2537.176"," 451.63714"," 460.38598"," 467.0063"," 243.22061"," 243.6261"," 245.4003","  50.61700","  59.61547","  67.71759","3977.876","4006.506","4035.560"," 629.9582"," 687.1304"," 880.7685","1002.3074","1187.36637","1190.41890"," 732.1884","1099.3521","1116.0662","5766.995","5769.973","5772.719","  72.83143","  81.94180"," 215.99924"
1399 Walnut Street (near Broad Street),18a,48,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"1",105.23,105.23,6.7022,0," 688.6161"," 717.8980"," 745.3861","1634.296","1970.544","2537.176"," 451.63714"," 460.38598"," 467.0063"," 243.22061"," 243.6261"," 245.4003","  50.61700","  59.61547","  67.71759","3977.876","4006.506","4035.560"," 629.9582"," 687.1304"," 880.7685","1002.3074","1187.36637","1190.41890"," 732.1884","1099.3521","1116.0662","5766.995","5769.973","5772.719","  72.83143","  81.94180"," 215.99924"
1399 Walnut Street (near Broad Street),18a,50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,"1",96.76,96.76,15.9223,0," 688.6161"," 717.8980"," 745.3861","1634.296","1970.544","2537.176"," 451.63714"," 460.38598"," 467.0063"," 243.22061"," 243.6261"," 245.4003","  50.61700","  59.61547","  67.71759","3977.876","4006.506","4035.560"," 629.9582"," 687.1304"," 880.7685","1002.3074","1187.36637","1190.41890"," 732.1884","1099.3521","1116.0662","5766.995","5769.973","5772.719","  72.83143","  81.94180"," 215.99924"
1399 Walnut Street (near Juniper),"191",1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,"1",70.5,70.5,2.8022,0," 621.72395"," 841.7112"," 963.7129","1982.316","2007.450","2515.932"," 338.9565"," 370.19429"," 371.11346"," 360.20263"," 363.7058"," 375.7953","  64.89387","  74.58302","  78.88409","4073.115","4109.364","4137.623"," 631.6208"," 648.8089"," 794.5010"," 721.1593"," 934.63366"," 941.12100"," 749.1101"," 931.87837"," 937.65982","6032.408","6035.248","6037.853"," 334.70340"," 336.42541"," 372.8023"
