SmartZoneName,curb_zone_id,week,car,freight,truck,van,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Mid_Day,overnight,PM_Rush,Total_Events,Total_Dwell_Time,Average_Dwell_Time,Precipitation,log_events,retail_nn1,retail_nn2,retail_nn3,quick_grocery_nn1,quick_grocery_nn2,quick_grocery_nn3,dining_nn1,dining_nn2,dining_nn3,housing_nn1,housing_nn2,housing_nn3,commercial_nn1,commercial_nn2,commercial_nn3,industrial_nn1,industrial_nn2,industrial_nn3,civic_nn1,civic_nn2,civic_nn3,school_nn1,school_nn2,school_nn3,healthcare_nn1,healthcare_nn2,healthcare_nn3,parking_nn1,parking_nn2,parking_nn3,attraction_nn1,attraction_nn2,attraction_nn3
1200 Chestnut St (near 13 St),"180",10,46,0,2,6,6,8,5,7,10,13,5,3,27,24,"54",1773.15,32.8361111111111,1.952,1.73239375982297," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",11,34,3,1,5,1,4,2,7,10,6,13,8,21,14,"43",1298.24,30.1916279069767,0.6058,1.63346845557959," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",12,45,2,0,1,10,3,6,6,10,7,6,4,21,23,"48",1395.99,29.083125,5.4921,1.68124123737559," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",13,40,0,1,4,5,6,5,10,7,5,7,3,17,25,"45",1463.98,32.5328888888889,6.4729,1.65321251377534," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",14,41,0,0,2,13,7,8,2,7,4,2,2,23,18,"43",1283.24,29.8427906976744,0.3601,1.63346845557959," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",15,28,0,0,5,5,7,0,8,7,6,0,4,14,15,"33",1114.4,33.769696969697,0.0005,1.51851393987789," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",42,26,0,1,1,5,4,4,4,5,5,1,3,19,6,"28",1967.66,70.2735714285714,5.6804,1.44715803134222," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",43,30,0,0,1,7,3,3,5,6,5,2,5,21,5,"31",1495.82,48.2522580645161,6.0934,1.49136169383427," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",44,13,0,0,0,2,1,2,2,2,4,0,2,5,6,"13",880.06,67.6969230769231,1.3507,1.11394335230684," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",45,38,0,0,1,11,1,4,9,6,2,6,1,22,16,"39",1217.74,31.2241025641026,3.4217,1.5910646070265," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",46,23,0,0,4,3,1,3,5,8,6,1,1,13,13,"27",1041.26,38.5651851851852,11.6212,1.43136376415899," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",47,40,0,0,0,3,9,4,5,10,3,6,1,24,15,"40",1087.06,27.1765,0.4505,1.60205999132796," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",48,40,0,0,0,2,4,6,6,5,11,6,2,22,16,"40",1136.64,28.416,6.7022,1.60205999132796," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",49,32,0,3,7,5,8,5,5,6,9,4,6,13,23,"42",1040.03,24.762619047619,8.1838,1.6232492903979," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",50,27,0,0,0,3,6,2,1,1,5,9,3,13,11,"27",725.46,26.8688888888889,15.9223,1.43136376415899," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",51,26,0,0,0,1,4,3,7,5,2,4,3,4,19,"26",881.61,33.9080769230769,8.9926,1.41497334797082," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",52,24,0,0,0,3,0,1,4,7,4,5,1,15,8,"24",991.41,41.30875,0,1.38021124171161," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Chestnut St (near 13 St),"180",53,6,0,0,0,0,0,0,0,0,0,6,0,3,3,"6",149.2,24.8666666666667,2.5013,0.778151250383644," 345.18111"," 404.7793"," 531.8228","105.42583","1652.455","1660.228"," 293.81281"," 356.69556"," 383.0714"," 49.78763"," 58.62212"," 606.50647"," 166.18627"," 172.16281"," 178.96198","3578.230","3610.335","3623.883"," 399.1205"," 399.1205"," 403.7899"," 166.9069"," 388.30305"," 439.56315"," 405.47550"," 415.71148"," 452.98785","6917.793","6920.671","6923.315"," 341.77443"," 350.56872"," 354.01596"
1200 Sansom Street (near 12 Street),"187",1,0,0,10,3,0,1,2,3,2,4,1,1,1,11,"13",1011.11,77.7776923076923,2.8022,1.11394335230684,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",2,0,0,10,7,0,2,4,5,4,1,1,4,3,10,"17",1352.81,79.5770588235294,1.6321,1.23044892137827,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",3,0,0,3,1,0,0,1,2,1,0,0,1,0,3,"4",160.33,40.0825,8.7113,0.602059991327962,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",4,0,0,5,1,0,2,0,3,0,1,0,0,0,6,"6",405.82,67.6366666666667,12.4127,0.778151250383644,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",5,0,0,5,5,0,2,4,2,2,0,0,2,1,7,"10",816.81,81.681,0.2545,1,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",6,0,0,7,11,0,7,3,5,3,0,0,5,2,11,"18",1032.24,57.3466666666667,0.0906,1.25527250510331,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",7,0,0,1,2,0,0,0,0,1,1,1,0,0,3,"3",245.9,81.9666666666667,6.9221,0.477121254719662,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",8,0,0,2,5,0,1,2,3,0,1,0,2,0,5,"7",491.94,70.2771428571428,0.5716,0.845098040014257,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",9,0,0,7,4,0,2,3,3,2,1,0,9,1,1,"11",667.95,60.7227272727273,8.2545,1.04139268515823,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",10,0,0,7,8,0,3,3,1,6,2,0,4,0,11,"15",914.86,60.9906666666667,1.952,1.17609125905568,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",11,0,0,7,3,0,4,2,1,3,0,0,5,0,5,"10",613.25,61.325,0.6058,1,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",12,0,0,5,1,0,1,3,0,2,0,0,4,0,2,"6",341.37,56.895,5.4921,0.778151250383644,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",13,0,0,4,8,0,3,2,1,2,2,2,4,0,8,"12",737.41,61.4508333333333,6.4729,1.07918124604762,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",14,0,0,4,6,0,1,3,2,4,0,0,5,0,5,"10",542.01,54.201,0.3601,1,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",15,0,0,5,5,0,2,1,4,3,0,0,5,0,5,"10",573.68,57.368,0.0005,1,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",42,0,0,0,2,0,0,0,1,0,1,0,0,0,2,"2",18.26,9.13,5.6804,0.301029995663981,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",43,0,0,1,1,0,0,0,0,2,0,0,1,0,1,"2",99.05,49.525,6.0934,0.301029995663981,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",44,0,0,1,2,0,0,0,0,2,1,0,2,0,1,"3",65.68,21.8933333333333,1.3507,0.477121254719662,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",45,0,0,6,3,0,2,0,3,4,0,0,1,1,7,"9",553.72,61.5244444444444,3.4217,0.954242509439325,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",46,0,0,7,6,0,2,2,3,5,1,0,2,1,10,"13",690.67,53.1284615384615,11.6212,1.11394335230684,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",47,0,0,5,1,0,2,2,1,1,0,0,1,0,5,"6",387.52,64.5866666666667,0.4505,0.778151250383644,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",48,0,0,2,4,0,0,0,0,4,2,0,1,0,5,"6",464.29,77.3816666666667,6.7022,0.778151250383644,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",49,0,0,6,10,0,1,3,6,3,3,0,4,1,11,"16",1057.04,66.065,8.1838,1.20411998265592,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",50,0,0,3,10,0,4,2,6,0,0,1,2,1,10,"13",760.76,58.52,15.9223,1.11394335230684,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",51,0,0,4,7,0,1,3,4,1,2,0,3,0,8,"11",778.69,70.79,8.9926,1.04139268515823,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",52,0,0,7,3,0,0,3,2,3,2,0,2,1,7,"10",572.08,57.208,0,1,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 12 Street),"187",53,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"1",28.61,28.61,2.5013,0,"  59.72438"," 729.2396"," 758.7891","1941.452","1998.455","2004.642","  61.08797","  88.23468"," 103.1703"," 663.80351"," 687.76740"," 700.43931"," 169.37761"," 205.49129"," 220.76711","3925.364","3957.437","3971.003"," 372.8160"," 532.8414"," 532.8414"," 200.6063"," 519.00853"," 564.17677"," 527.35618"," 543.19719"," 550.75810","6607.571","6610.365","6612.924"," 435.11889"," 472.29810"," 486.73912"
1200 Sansom Street (near 13 Street),"188",1,0,0,14,1,0,1,3,2,4,4,1,4,1,10,"15",988.62,65.908,2.8022,1.17609125905568," 346.27483"," 577.4038"," 795.8348","2121.061","2135.325","2149.813"," 151.43603"," 161.53409"," 165.1173"," 64.32676"," 734.55624"," 737.6329","  47.08770","  81.27148","  94.33987","4032.699","4068.888","4081.987"," 397.2753"," 464.6057"," 464.6057"," 359.8618"," 783.44647"," 817.17996"," 788.51210"," 817.39297"," 827.86058","6396.856","6399.760","6402.430"," 532.2100"," 661.36001"," 666.55627"
1200 Sansom Street (near 13 Street),"188",2,0,0,10,6,0,1,3,3,5,4,0,6,1,9,"16",1063.16,66.4475,1.6321,1.20411998265592," 346.27483"," 577.4038"," 795.8348","2121.061","2135.325","2149.813"," 151.43603"," 161.53409"," 165.1173"," 64.32676"," 734.55624"," 737.6329","  47.08770","  81.27148","  94.33987","4032.699","4068.888","4081.987"," 397.2753"," 464.6057"," 464.6057"," 359.8618"," 783.44647"," 817.17996"," 788.51210"," 817.39297"," 827.86058","6396.856","6399.760","6402.430"," 532.2100"," 661.36001"," 666.55627"
