SmartZoneName,curb_zone_id,week,Day,bookings,Weekend_dummy,CLASS_2,Bike_Network_dummy
1000 Walnut Street (near 10 Street),"184","52",Thu,"0",0,"2",1
1000 Walnut Street (near 10 Street),"184","52",Fri,"0",0,"2",1
1000 Walnut Street (near 10 Street),"184","52",Sat,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"1",Sun,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"1",Mon,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"1",Tue,"3",0,"2",1
1100 Walnut Street (near 11 Street),18e,"1",Wed,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"1",Thu,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"1",Fri,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"1",Sat,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"8",Sun,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"8",Mon,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"8",Tue,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"8",Wed,"1",0,"2",1
1100 Walnut Street (near 11 Street),18e,"8",Thu,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"8",Fri,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"8",Sat,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"44",Sun,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"44",Mon,"1",0,"2",1
1100 Walnut Street (near 11 Street),18e,"44",Tue,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"44",Wed,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"44",Thu,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"44",Fri,"1",0,"2",1
1100 Walnut Street (near 11 Street),18e,"44",Sat,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"45",Sun,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"45",Mon,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"45",Tue,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"45",Wed,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"45",Thu,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"45",Fri,"1",0,"2",1
1100 Walnut Street (near 11 Street),18e,"45",Sat,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"46",Sun,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"46",Mon,"1",0,"2",1
1100 Walnut Street (near 11 Street),18e,"46",Tue,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"46",Wed,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"46",Thu,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"46",Fri,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"46",Sat,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"49",Sun,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"49",Mon,"1",0,"2",1
1100 Walnut Street (near 11 Street),18e,"49",Tue,"1",0,"2",1
1100 Walnut Street (near 11 Street),18e,"49",Wed,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"49",Thu,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"49",Fri,"1",0,"2",1
1100 Walnut Street (near 11 Street),18e,"49",Sat,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"50",Sun,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"50",Mon,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"50",Tue,"1",0,"2",1
1100 Walnut Street (near 11 Street),18e,"50",Wed,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"50",Thu,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"50",Fri,"1",0,"2",1
1100 Walnut Street (near 11 Street),18e,"50",Sat,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"51",Sun,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"51",Mon,"1",0,"2",1
1100 Walnut Street (near 11 Street),18e,"51",Tue,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"51",Wed,"1",0,"2",1
1100 Walnut Street (near 11 Street),18e,"51",Thu,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"51",Fri,"1",0,"2",1
1100 Walnut Street (near 11 Street),18e,"51",Sat,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"52",Sun,"0",1,"2",1
1100 Walnut Street (near 11 Street),18e,"52",Mon,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"52",Tue,"1",0,"2",1
1100 Walnut Street (near 11 Street),18e,"52",Wed,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"52",Thu,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"52",Fri,"0",0,"2",1
1100 Walnut Street (near 11 Street),18e,"52",Sat,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"3",Sun,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"3",Mon,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"3",Tue,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"3",Wed,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"3",Thu,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"3",Fri,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"3",Sat,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"6",Sun,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"6",Mon,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"6",Tue,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"6",Wed,"2",0,"2",1
1100 Walnut Street (near 12 Street),18b,"6",Thu,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"6",Fri,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"6",Sat,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"7",Sun,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"7",Mon,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"7",Tue,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"7",Wed,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"7",Thu,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"7",Fri,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"7",Sat,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"8",Sun,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"8",Mon,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"8",Tue,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"8",Wed,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"8",Thu,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"8",Fri,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"8",Sat,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"9",Sun,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"9",Mon,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"9",Tue,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"9",Wed,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"9",Thu,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"9",Fri,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"9",Sat,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"10",Sun,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"10",Mon,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"10",Tue,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"10",Wed,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"10",Thu,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"10",Fri,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"10",Sat,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"11",Sun,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"11",Mon,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"11",Tue,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"11",Wed,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"11",Thu,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"11",Fri,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"11",Sat,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"12",Sun,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"12",Mon,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"12",Tue,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"12",Wed,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"12",Thu,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"12",Fri,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"12",Sat,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"13",Sun,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"13",Mon,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"13",Tue,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"13",Wed,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"13",Thu,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"13",Fri,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"13",Sat,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"14",Sun,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"14",Mon,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"14",Tue,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"14",Wed,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"14",Thu,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"14",Fri,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"14",Sat,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"15",Sun,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"15",Mon,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"15",Tue,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"15",Wed,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"15",Thu,"2",0,"2",1
1100 Walnut Street (near 12 Street),18b,"15",Fri,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"15",Sat,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"46",Sun,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"46",Mon,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"46",Tue,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"46",Wed,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"46",Thu,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"46",Fri,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"46",Sat,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"51",Sun,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"51",Mon,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"51",Tue,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"51",Wed,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"51",Thu,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"51",Fri,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"51",Sat,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"52",Sun,"0",1,"2",1
1100 Walnut Street (near 12 Street),18b,"52",Mon,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"52",Tue,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"52",Wed,"1",0,"2",1
1100 Walnut Street (near 12 Street),18b,"52",Thu,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"52",Fri,"0",0,"2",1
1100 Walnut Street (near 12 Street),18b,"52",Sat,"0",1,"2",1
1200 Chestnut St (near 13 St),"180","1",Sun,"0",1,"2",1
1200 Chestnut St (near 13 St),"180","1",Mon,"2",0,"2",1
1200 Chestnut St (near 13 St),"180","1",Tue,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","1",Wed,"1",0,"2",1
1200 Chestnut St (near 13 St),"180","1",Thu,"10",0,"2",1
1200 Chestnut St (near 13 St),"180","1",Fri,"11",0,"2",1
1200 Chestnut St (near 13 St),"180","1",Sat,"6",1,"2",1
1200 Chestnut St (near 13 St),"180","2",Sun,"7",1,"2",1
1200 Chestnut St (near 13 St),"180","2",Mon,"3",0,"2",1
1200 Chestnut St (near 13 St),"180","2",Tue,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","2",Wed,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","2",Thu,"1",0,"2",1
1200 Chestnut St (near 13 St),"180","2",Fri,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","2",Sat,"5",1,"2",1
1200 Chestnut St (near 13 St),"180","3",Sun,"3",1,"2",1
1200 Chestnut St (near 13 St),"180","3",Mon,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","3",Tue,"3",0,"2",1
1200 Chestnut St (near 13 St),"180","3",Wed,"3",0,"2",1
1200 Chestnut St (near 13 St),"180","3",Thu,"1",0,"2",1
1200 Chestnut St (near 13 St),"180","3",Fri,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","3",Sat,"8",1,"2",1
1200 Chestnut St (near 13 St),"180","4",Sun,"7",1,"2",1
1200 Chestnut St (near 13 St),"180","4",Mon,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","4",Tue,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","4",Wed,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","4",Thu,"3",0,"2",1
1200 Chestnut St (near 13 St),"180","4",Fri,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","4",Sat,"3",1,"2",1
1200 Chestnut St (near 13 St),"180","5",Sun,"4",1,"2",1
1200 Chestnut St (near 13 St),"180","5",Mon,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","5",Tue,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","5",Wed,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","5",Thu,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","5",Fri,"3",0,"2",1
1200 Chestnut St (near 13 St),"180","5",Sat,"9",1,"2",1
1200 Chestnut St (near 13 St),"180","6",Sun,"3",1,"2",1
1200 Chestnut St (near 13 St),"180","6",Mon,"8",0,"2",1
1200 Chestnut St (near 13 St),"180","6",Tue,"3",0,"2",1
1200 Chestnut St (near 13 St),"180","6",Wed,"3",0,"2",1
1200 Chestnut St (near 13 St),"180","6",Thu,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","6",Fri,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","6",Sat,"12",1,"2",1
1200 Chestnut St (near 13 St),"180","7",Sun,"0",1,"2",1
1200 Chestnut St (near 13 St),"180","7",Mon,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","7",Tue,"16",0,"2",1
1200 Chestnut St (near 13 St),"180","7",Wed,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","7",Thu,"11",0,"2",1
1200 Chestnut St (near 13 St),"180","7",Fri,"8",0,"2",1
1200 Chestnut St (near 13 St),"180","7",Sat,"12",1,"2",1
1200 Chestnut St (near 13 St),"180","8",Sun,"7",1,"2",1
1200 Chestnut St (near 13 St),"180","8",Mon,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","8",Tue,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","8",Wed,"11",0,"2",1
1200 Chestnut St (near 13 St),"180","8",Thu,"10",0,"2",1
1200 Chestnut St (near 13 St),"180","8",Fri,"8",0,"2",1
1200 Chestnut St (near 13 St),"180","8",Sat,"12",1,"2",1
1200 Chestnut St (near 13 St),"180","9",Sun,"12",1,"2",1
1200 Chestnut St (near 13 St),"180","9",Mon,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","9",Tue,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","9",Wed,"10",0,"2",1
1200 Chestnut St (near 13 St),"180","9",Thu,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","9",Fri,"10",0,"2",1
1200 Chestnut St (near 13 St),"180","9",Sat,"5",1,"2",1
1200 Chestnut St (near 13 St),"180","10",Sun,"6",1,"2",1
1200 Chestnut St (near 13 St),"180","10",Mon,"8",0,"2",1
1200 Chestnut St (near 13 St),"180","10",Tue,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","10",Wed,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","10",Thu,"10",0,"2",1
1200 Chestnut St (near 13 St),"180","10",Fri,"13",0,"2",1
1200 Chestnut St (near 13 St),"180","10",Sat,"5",1,"2",1
1200 Chestnut St (near 13 St),"180","11",Sun,"1",1,"2",1
1200 Chestnut St (near 13 St),"180","11",Mon,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","11",Tue,"2",0,"2",1
1200 Chestnut St (near 13 St),"180","11",Wed,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","11",Thu,"10",0,"2",1
1200 Chestnut St (near 13 St),"180","11",Fri,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","11",Sat,"13",1,"2",1
1200 Chestnut St (near 13 St),"180","12",Sun,"10",1,"2",1
1200 Chestnut St (near 13 St),"180","12",Mon,"3",0,"2",1
1200 Chestnut St (near 13 St),"180","12",Tue,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","12",Wed,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","12",Thu,"10",0,"2",1
1200 Chestnut St (near 13 St),"180","12",Fri,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","12",Sat,"6",1,"2",1
1200 Chestnut St (near 13 St),"180","13",Sun,"5",1,"2",1
1200 Chestnut St (near 13 St),"180","13",Mon,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","13",Tue,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","13",Wed,"10",0,"2",1
1200 Chestnut St (near 13 St),"180","13",Thu,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","13",Fri,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","13",Sat,"7",1,"2",1
1200 Chestnut St (near 13 St),"180","14",Sun,"13",1,"2",1
1200 Chestnut St (near 13 St),"180","14",Mon,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","14",Tue,"8",0,"2",1
1200 Chestnut St (near 13 St),"180","14",Wed,"2",0,"2",1
1200 Chestnut St (near 13 St),"180","14",Thu,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","14",Fri,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","14",Sat,"2",1,"2",1
1200 Chestnut St (near 13 St),"180","15",Sun,"5",1,"2",1
1200 Chestnut St (near 13 St),"180","15",Mon,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","15",Tue,"0",0,"2",1
1200 Chestnut St (near 13 St),"180","15",Wed,"8",0,"2",1
1200 Chestnut St (near 13 St),"180","15",Thu,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","15",Fri,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","15",Sat,"0",1,"2",1
1200 Chestnut St (near 13 St),"180","42",Sun,"5",1,"2",1
1200 Chestnut St (near 13 St),"180","42",Mon,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","42",Tue,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","42",Wed,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","42",Thu,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","42",Fri,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","42",Sat,"1",1,"2",1
1200 Chestnut St (near 13 St),"180","43",Sun,"7",1,"2",1
1200 Chestnut St (near 13 St),"180","43",Mon,"3",0,"2",1
1200 Chestnut St (near 13 St),"180","43",Tue,"3",0,"2",1
1200 Chestnut St (near 13 St),"180","43",Wed,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","43",Thu,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","43",Fri,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","43",Sat,"2",1,"2",1
1200 Chestnut St (near 13 St),"180","44",Sun,"2",1,"2",1
1200 Chestnut St (near 13 St),"180","44",Mon,"1",0,"2",1
1200 Chestnut St (near 13 St),"180","44",Tue,"2",0,"2",1
1200 Chestnut St (near 13 St),"180","44",Wed,"2",0,"2",1
1200 Chestnut St (near 13 St),"180","44",Thu,"2",0,"2",1
1200 Chestnut St (near 13 St),"180","44",Fri,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","44",Sat,"0",1,"2",1
1200 Chestnut St (near 13 St),"180","45",Sun,"11",1,"2",1
1200 Chestnut St (near 13 St),"180","45",Mon,"1",0,"2",1
1200 Chestnut St (near 13 St),"180","45",Tue,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","45",Wed,"9",0,"2",1
1200 Chestnut St (near 13 St),"180","45",Thu,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","45",Fri,"2",0,"2",1
1200 Chestnut St (near 13 St),"180","45",Sat,"6",1,"2",1
1200 Chestnut St (near 13 St),"180","46",Sun,"3",1,"2",1
1200 Chestnut St (near 13 St),"180","46",Mon,"1",0,"2",1
1200 Chestnut St (near 13 St),"180","46",Tue,"3",0,"2",1
1200 Chestnut St (near 13 St),"180","46",Wed,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","46",Thu,"8",0,"2",1
1200 Chestnut St (near 13 St),"180","46",Fri,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","46",Sat,"1",1,"2",1
1200 Chestnut St (near 13 St),"180","47",Sun,"3",1,"2",1
1200 Chestnut St (near 13 St),"180","47",Mon,"9",0,"2",1
1200 Chestnut St (near 13 St),"180","47",Tue,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","47",Wed,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","47",Thu,"10",0,"2",1
1200 Chestnut St (near 13 St),"180","47",Fri,"3",0,"2",1
1200 Chestnut St (near 13 St),"180","47",Sat,"6",1,"2",1
1200 Chestnut St (near 13 St),"180","48",Sun,"2",1,"2",1
1200 Chestnut St (near 13 St),"180","48",Mon,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","48",Tue,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","48",Wed,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","48",Thu,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","48",Fri,"11",0,"2",1
1200 Chestnut St (near 13 St),"180","48",Sat,"6",1,"2",1
1200 Chestnut St (near 13 St),"180","49",Sun,"5",1,"2",1
1200 Chestnut St (near 13 St),"180","49",Mon,"8",0,"2",1
1200 Chestnut St (near 13 St),"180","49",Tue,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","49",Wed,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","49",Thu,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","49",Fri,"9",0,"2",1
1200 Chestnut St (near 13 St),"180","49",Sat,"4",1,"2",1
1200 Chestnut St (near 13 St),"180","50",Sun,"3",1,"2",1
1200 Chestnut St (near 13 St),"180","50",Mon,"6",0,"2",1
1200 Chestnut St (near 13 St),"180","50",Tue,"2",0,"2",1
1200 Chestnut St (near 13 St),"180","50",Wed,"1",0,"2",1
1200 Chestnut St (near 13 St),"180","50",Thu,"1",0,"2",1
1200 Chestnut St (near 13 St),"180","50",Fri,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","50",Sat,"9",1,"2",1
1200 Chestnut St (near 13 St),"180","51",Sun,"1",1,"2",1
1200 Chestnut St (near 13 St),"180","51",Mon,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","51",Tue,"3",0,"2",1
1200 Chestnut St (near 13 St),"180","51",Wed,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","51",Thu,"5",0,"2",1
1200 Chestnut St (near 13 St),"180","51",Fri,"2",0,"2",1
1200 Chestnut St (near 13 St),"180","51",Sat,"4",1,"2",1
1200 Chestnut St (near 13 St),"180","52",Sun,"3",1,"2",1
1200 Chestnut St (near 13 St),"180","52",Mon,"0",0,"2",1
1200 Chestnut St (near 13 St),"180","52",Tue,"1",0,"2",1
1200 Chestnut St (near 13 St),"180","52",Wed,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","52",Thu,"7",0,"2",1
1200 Chestnut St (near 13 St),"180","52",Fri,"4",0,"2",1
1200 Chestnut St (near 13 St),"180","52",Sat,"5",1,"2",1
1200 Chestnut St (near 13 St),"180","53",Sun,"0",1,"2",1
1200 Chestnut St (near 13 St),"180","53",Mon,"0",0,"2",1
1200 Chestnut St (near 13 St),"180","53",Tue,"0",0,"2",1
1200 Chestnut St (near 13 St),"180","53",Wed,"0",0,"2",1
1200 Chestnut St (near 13 St),"180","53",Thu,"0",0,"2",1
1200 Chestnut St (near 13 St),"180","53",Fri,"0",0,"2",1
1200 Chestnut St (near 13 St),"180","53",Sat,"6",1,"2",1
1200 Sansom Street (near 12 Street),"187","1",Sun,"0",1,"3",1
1200 Sansom Street (near 12 Street),"187","1",Mon,"1",0,"3",1
1200 Sansom Street (near 12 Street),"187","1",Tue,"2",0,"3",1
1200 Sansom Street (near 12 Street),"187","1",Wed,"3",0,"3",1
1200 Sansom Street (near 12 Street),"187","1",Thu,"2",0,"3",1
1200 Sansom Street (near 12 Street),"187","1",Fri,"4",0,"3",1
1200 Sansom Street (near 12 Street),"187","1",Sat,"1",1,"3",1
1200 Sansom Street (near 12 Street),"187","2",Sun,"0",1,"3",1
1200 Sansom Street (near 12 Street),"187","2",Mon,"2",0,"3",1
1200 Sansom Street (near 12 Street),"187","2",Tue,"4",0,"3",1
1200 Sansom Street (near 12 Street),"187","2",Wed,"5",0,"3",1
1200 Sansom Street (near 12 Street),"187","2",Thu,"4",0,"3",1
1200 Sansom Street (near 12 Street),"187","2",Fri,"1",0,"3",1
1200 Sansom Street (near 12 Street),"187","2",Sat,"1",1,"3",1
1200 Sansom Street (near 12 Street),"187","3",Sun,"0",1,"3",1
1200 Sansom Street (near 12 Street),"187","3",Mon,"0",0,"3",1
1200 Sansom Street (near 12 Street),"187","3",Tue,"1",0,"3",1
1200 Sansom Street (near 12 Street),"187","3",Wed,"2",0,"3",1
1200 Sansom Street (near 12 Street),"187","3",Thu,"1",0,"3",1
1200 Sansom Street (near 12 Street),"187","3",Fri,"0",0,"3",1
1200 Sansom Street (near 12 Street),"187","3",Sat,"0",1,"3",1
1200 Sansom Street (near 12 Street),"187","4",Sun,"0",1,"3",1
1200 Sansom Street (near 12 Street),"187","4",Mon,"2",0,"3",1
1200 Sansom Street (near 12 Street),"187","4",Tue,"0",0,"3",1
1200 Sansom Street (near 12 Street),"187","4",Wed,"3",0,"3",1
1200 Sansom Street (near 12 Street),"187","4",Thu,"0",0,"3",1
1200 Sansom Street (near 12 Street),"187","4",Fri,"1",0,"3",1
1200 Sansom Street (near 12 Street),"187","4",Sat,"0",1,"3",1
1200 Sansom Street (near 12 Street),"187","5",Sun,"0",1,"3",1
1200 Sansom Street (near 12 Street),"187","5",Mon,"2",0,"3",1
1200 Sansom Street (near 12 Street),"187","5",Tue,"4",0,"3",1
1200 Sansom Street (near 12 Street),"187","5",Wed,"2",0,"3",1
1200 Sansom Street (near 12 Street),"187","5",Thu,"2",0,"3",1
1200 Sansom Street (near 12 Street),"187","5",Fri,"0",0,"3",1
1200 Sansom Street (near 12 Street),"187","5",Sat,"0",1,"3",1
