"SmartZoneName","curb_zone_id","week","Day","geometry"
"1200 Sansom Street (near 12 Street)","187",1,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",1,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",1,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",2,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",2,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",2,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",2,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",2,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",2,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",2,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",3,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",3,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",3,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",3,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",3,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",3,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",3,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",4,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",4,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",4,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",4,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",4,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",4,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",4,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",5,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",5,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",5,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",5,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",5,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",5,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",5,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",6,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",6,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",6,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",6,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",6,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",6,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",6,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",7,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",7,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",7,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",7,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",7,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",7,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",7,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",8,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",8,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",8,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",8,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",8,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",8,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",8,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",9,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",9,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",9,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",9,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",9,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",9,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",9,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",10,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",10,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",10,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",10,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",10,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",10,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",10,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",11,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",11,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",11,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",11,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",11,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",11,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",11,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",12,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",12,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",12,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",12,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",12,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",12,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",12,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",13,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",13,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",13,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",13,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",13,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",13,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",13,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",14,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",14,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",14,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",14,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",14,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",14,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",14,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",15,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",15,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",15,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",15,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",15,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",15,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",15,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",42,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",42,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",42,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",42,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",42,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",42,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",42,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",43,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",43,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",43,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",43,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",43,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",43,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",43,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",44,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",44,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",44,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",44,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",44,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",44,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",44,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",45,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",45,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",45,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",45,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",45,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",45,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",45,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",46,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",46,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",46,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",46,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",46,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",46,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",46,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",47,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",47,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",47,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",47,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",47,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",47,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",47,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",48,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",48,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",48,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",48,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",48,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",48,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",48,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",49,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",49,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",49,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",49,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",49,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",49,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",49,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",50,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",50,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",50,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",50,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",50,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",50,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",50,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",51,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",51,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",51,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",51,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",51,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",51,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",51,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",52,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",52,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",52,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",52,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",52,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",52,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",52,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",53,"Sun","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",53,"Mon","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",53,"Tue","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",53,"Wed","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",53,"Thu","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",53,"Fri","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 12 Street)","187",53,"Sat","c(-75.1606828400471,  39.9496579482523)"
"1200 Sansom Street (near 13 Street)","188",1,"Sun","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",1,"Mon","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",1,"Tue","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",1,"Wed","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",1,"Thu","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",1,"Fri","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",1,"Sat","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",2,"Sun","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",2,"Mon","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",2,"Tue","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",2,"Wed","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",2,"Thu","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",2,"Fri","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",2,"Sat","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",3,"Sun","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",3,"Mon","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",3,"Tue","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",3,"Wed","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",3,"Thu","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",3,"Fri","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",3,"Sat","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",4,"Sun","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",4,"Mon","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",4,"Tue","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",4,"Wed","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",4,"Thu","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",4,"Fri","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",4,"Sat","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",5,"Sun","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",5,"Mon","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",5,"Tue","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",5,"Wed","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",5,"Thu","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",5,"Fri","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",5,"Sat","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",6,"Sun","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",6,"Mon","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",6,"Tue","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",6,"Wed","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",6,"Thu","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",6,"Fri","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",6,"Sat","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",7,"Sun","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",7,"Mon","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",7,"Tue","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",7,"Wed","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",7,"Thu","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",7,"Fri","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",7,"Sat","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",8,"Sun","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",8,"Mon","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",8,"Tue","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",8,"Wed","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",8,"Thu","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",8,"Fri","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",8,"Sat","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",9,"Sun","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",9,"Mon","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",9,"Tue","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",9,"Wed","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",9,"Thu","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",9,"Fri","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",9,"Sat","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",10,"Sun","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",10,"Mon","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",10,"Tue","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",10,"Wed","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",10,"Thu","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",10,"Fri","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",10,"Sat","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",11,"Sun","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",11,"Mon","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",11,"Tue","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",11,"Wed","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",11,"Thu","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",11,"Fri","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",11,"Sat","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",12,"Sun","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",12,"Mon","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",12,"Tue","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",12,"Wed","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",12,"Thu","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",12,"Fri","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",12,"Sat","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",13,"Sun","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",13,"Mon","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",13,"Tue","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",13,"Wed","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",13,"Thu","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",13,"Fri","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",13,"Sat","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",14,"Sun","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",14,"Mon","c(-75.1616750039184,  39.9498623596499)"
"1200 Sansom Street (near 13 Street)","188",14,"Tue","c(-75.1616750039184,  39.9498623596499)"
