SmartZoneName,Week,day_of_week,hour_of_day,Events,retail_nn1,retail_nn2,retail_nn3,quick_grocery_nn1,quick_grocery_nn2,quick_grocery_nn3,dining_nn1,dining_nn2,dining_nn3,housing_nn1,housing_nn2,housing_nn3,commercial_nn1,commercial_nn2,commercial_nn3,industrial_nn1,industrial_nn2,industrial_nn3,civic_nn1,civic_nn2,civic_nn3,school_nn1,school_nn2,school_nn3,healthcare_nn1,healthcare_nn2,healthcare_nn3,parking_nn1,parking_nn2,parking_nn3,attraction_nn1,attraction_nn2,attraction_nn3,Road_class,dist_class_1,dist_class_2,dist_class_3,dist_class_4,dist_class_5,Prediction,Residual,AbsResidual,year,ordered_week
1300 Chestnut Street (near Broad St),42,Mon,9,1,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,1.2256225313423674,-0.22562253134236743,0.22562253134236743,2022,1
800 Walnut Street (near 8 Street),42,Thu,9,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,1.135526371160742,-0.13552637116074195,0.13552637116074195,2022,2
1000 Chestnut St (near 11 St),43,Thu,7,1,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2227932528850738,-0.2227932528850738,0.2227932528850738,2022,3
1000 Walnut Street (near 10 Street),43,Wed,8,2,730.71629,860.8708,990.28510000000006,1428.939,1973.205,1994.55,654.0521,759.38908,816.4153,112.75203,134.06875,144.05158,476.56204,492.01217,497.8854,3932.535,3951.376,3966.005,430.4938,601.9951,894.7813,195.69925,221.52911,232.97747,37.37284,46.76106,55.44346,7071.369,7073.808,7076.007,328.4941,347.35668,360.65328,2,3128.357795989225,15.119309461996048,240.5321676565792,414.61533218763145,398.279516071123,1.0633235710312199,0.9366764289687801,0.9366764289687801,2022,4
1200 Sansom Street (near 13 Street),43,Fri,6,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.1321706616402811,-0.13217066164028113,0.13217066164028113,2022,5
1300 Chestnut Street (near Broad St),43,Wed,8,1,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,1.2245045281077944,-0.22450452810779442,0.22450452810779442,2022,6
600 Walnut Street (near 6 Street),43,Wed,9,1,997.5356,1171.497,1266.5059,2003.158,2183.637,2207.955,668.069,1173.2892,1485.2517,1013.61298,1022.2034,1027.1526,124.7233,132.84494,136.98369,3872.165,3887.121,3901.933,599.77296,734.5135,882.2443,757.04933,772.633,837.7919,725.29641,738.45136,745.28028,8733.453,8735.454,8737.21,1035.75008,1042.17784,1047.36464,2,2625.743847168864,68.28475153339512,313.8284894004425,277.27718658468876,375.1425340547778,1.1468791362263695,-0.1468791362263695,0.1468791362263695,2022,7
800 Walnut Street (near 8 Street),43,Fri,7,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,1.1337728191482686,-0.13377281914826855,0.13377281914826855,2022,8
900 Chestnut St (near 10 St),43,Fri,7,1,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.1743103074857173,-0.1743103074857173,0.1743103074857173,2022,9
900 Walnut Street (near 10 Street),43,Fri,8,1,64.99524,73.85461,78.70668,90.38955,1420.957,1929.936,46.46996,82.60672,837.92177,76.60757,81.00151,83.05804,169.93426,170.29378,176.29377,3859.812,3872.744,3887.649,516.2803,654.7593,732.9857,93.97077,118.05566,131.96399,120.06518,126.25091,128.58456,7369.374,7371.721,7373.825,370.66443,387.19322,404.69619,2,3149.9695899660514,117.51740270032754,178.7487715727307,419.9037441037893,288.6077659738645,1.134782650507201,-0.13478265050720095,0.13478265050720095,2022,10
1000 Chestnut St (near 11 St),44,Thu,9,3,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2252541802936667,1.7747458197063333,1.7747458197063333,2022,11
1100 Walnut Street (near 11 Street),44,Fri,8,1,437.42687,828.22260000000006,1071.093,1512.629,2069.127,2079.721,465.7547,478.94527,522.99056,178.11623,204.62938,213.54137,654.08334,686.45905,706.33714,4029.572,4053.751,4068.031,430.7897,614.8577,984.2827,24.36375,81.27329,106.35058,38.24489,71.10741,84.78974,6787.203,6789.738,6792.034,19.71882,56.88814,71.24318,2,3143.2270228357715,14.233740270500098,166.77050881479383,414.14322991059817,151.41905705774053,1.1076970930360075,-0.1076970930360075,0.1076970930360075,2022,12
1200 Sansom Street (near 12 Street),44,Thu,6,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.1523901160480432,-0.1523901160480432,0.1523901160480432,2022,13
1200 Sansom Street (near 13 Street),44,Thu,7,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.1338318114356005,-0.13383181143560052,0.13383181143560052,2022,14
1200 Walnut Street (near 12 Street),44,Thu,8,1,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,1.082288321156679,-0.08228832115667895,0.08228832115667895,2022,15
1200 Walnut Street (near 12 Street),44,Wed,9,1,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,1.0827836943991627,-0.08278369439916267,0.08278369439916267,2022,16
1300 Walnut Street (near 13 Street),44,Tue,8,1,601.17062,855.0282,983.4105,2002.854,2007.837,2508.645,331.876,385.87799,387.40186,375.68849,379.3918,392.0822,96.04947,105.99211,109.37865,4071.589,4108.539,4136.713,620.6715,646.5138,800.9203,708.4852,905.47582,911.19814,748.6777,902.47062,907.59417,6047.982,6050.805,6053.393,341.8243,361.67339,362.93579,2,3135.61456283352,38.63224307587342,125.33556682742528,399.37911956861427,179.6917813560367,1.095054249761674,-0.09505424976167398,0.09505424976167398,2022,17
800 Walnut Street (near 8 Street),44,Tue,6,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,1.1345666092445046,-0.1345666092445046,0.1345666092445046,2022,18
900 Chestnut St (near 10 St),44,Fri,8,1,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.1753420969729458,-0.17534209697294578,0.17534209697294578,2022,19
1000 Chestnut St (near 11 St),45,Wed,9,1,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.225398350391904,-0.22539835039190392,0.22539835039190392,2022,20
1100 Walnut Street (near 11 Street),45,Fri,8,1,437.42687,828.22260000000006,1071.093,1512.629,2069.127,2079.721,465.7547,478.94527,522.99056,178.11623,204.62938,213.54137,654.08334,686.45905,706.33714,4029.572,4053.751,4068.031,430.7897,614.8577,984.2827,24.36375,81.27329,106.35058,38.24489,71.10741,84.78974,6787.203,6789.738,6792.034,19.71882,56.88814,71.24318,2,3143.2270228357715,14.233740270500098,166.77050881479383,414.14322991059817,151.41905705774053,1.1076970930360075,-0.1076970930360075,0.1076970930360075,2022,21
1200 Sansom Street (near 13 Street),45,Mon,7,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.1335505663582057,-0.13355056635820572,0.13355056635820572,2022,22
1200 Sansom Street (near 13 Street),45,Wed,6,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.132873051868324,-0.1328730518683241,0.1328730518683241,2022,23
1200 Sansom Street (near 13 Street),45,Wed,8,2,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.1349980791847827,0.8650019208152173,0.8650019208152173,2022,24
1200 Sansom Street (near 13 Street),45,Wed,9,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.1362768002426784,-0.1362768002426784,0.1362768002426784,2022,25
1200 Walnut Street (near 12 Street),45,Thu,9,1,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,1.083032414107079,-0.08303241410707907,0.08303241410707907,2022,26
800 Walnut Street (near 8 Street),45,Wed,8,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,1.1347567250583743,-0.13475672505837433,0.13475672505837433,2022,27
900 Chestnut St (near 10 St),45,Tue,9,2,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.1775151836867601,0.8224848163132399,0.8224848163132399,2022,28
900 Walnut Street (near 9 Street),45,Wed,7,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.0530580151597049,-0.053058015159704874,0.053058015159704874,2022,29
1000 Chestnut St (near 11 St),46,Fri,7,1,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2229939650395745,-0.22299396503957447,0.22299396503957447,2022,30
1000 Chestnut St (near 11 St),46,Fri,9,1,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2254548924481672,-0.2254548924481672,0.2254548924481672,2022,31
1000 Walnut Street (near 10 Street),46,Fri,8,1,730.71629,860.8708,990.28510000000006,1428.939,1973.205,1994.55,654.0521,759.38908,816.4153,112.75203,134.06875,144.05158,476.56204,492.01217,497.8854,3932.535,3951.376,3966.005,430.4938,601.9951,894.7813,195.69925,221.52911,232.97747,37.37284,46.76106,55.44346,7071.369,7073.808,7076.007,328.4941,347.35668,360.65328,2,3128.357795989225,15.119309461996048,240.5321676565792,414.61533218763145,398.279516071123,1.0631825194384532,-0.06318251943845321,0.06318251943845321,2022,32
1000 Walnut Street (near 10 Street),46,Tue,8,1,730.71629,860.8708,990.28510000000006,1428.939,1973.205,1994.55,654.0521,759.38908,816.4153,112.75203,134.06875,144.05158,476.56204,492.01217,497.8854,3932.535,3951.376,3966.005,430.4938,601.9951,894.7813,195.69925,221.52911,232.97747,37.37284,46.76106,55.44346,7071.369,7073.808,7076.007,328.4941,347.35668,360.65328,2,3128.357795989225,15.119309461996048,240.5321676565792,414.61533218763145,398.279516071123,1.063614948179291,-0.06361494817929092,0.06361494817929092,2022,33
1100 Walnut Street (near 12 Street),46,Fri,9,1,296.66766,71.48261,80.50651,144.02761,1600.517,2135.496,351.58368,362.85629,373.5492,399.33651,418.54717,425.09968,474.91292,502.72417,529.53861,4114.953,4142.459,4156.472,437.4681,568.2742,870.9116,242.53654,263.24689,296.09647,240.66557,261.18239,272.07892,6594.179,6596.781,6599.144,132.8495,165.45424,177.4712,2,3179.2132526324044,21.699922635018584,113.96822570473229,404.399966523963,161.09195272118987,1.0928146292013585,-0.09281462920135852,0.09281462920135852,2022,34
1300 Chestnut Street (near Broad St),46,Thu,8,2,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,1.2253558293904347,0.7746441706095653,0.7746441706095653,2022,35
1300 Walnut Street (near 13 Street),46,Tue,9,1,601.17062,855.0282,983.4105,2002.854,2007.837,2508.645,331.876,385.87799,387.40186,375.68849,379.3918,392.0822,96.04947,105.99211,109.37865,4071.589,4108.539,4136.713,620.6715,646.5138,800.9203,708.4852,905.47582,911.19814,748.6777,902.47062,907.59417,6047.982,6050.805,6053.393,341.8243,361.67339,362.93579,2,3135.61456283352,38.63224307587342,125.33556682742528,399.37911956861427,179.6917813560367,1.0965358515681634,-0.09653585156816336,0.09653585156816336,2022,36
1300 Walnut Street (near 13 Street),46,Wed,7,1,601.17062,855.0282,983.4105,2002.854,2007.837,2508.645,331.876,385.87799,387.40186,375.68849,379.3918,392.0822,96.04947,105.99211,109.37865,4071.589,4108.539,4136.713,620.6715,646.5138,800.9203,708.4852,905.47582,911.19814,748.6777,902.47062,907.59417,6047.982,6050.805,6053.393,341.8243,361.67339,362.93579,2,3135.61456283352,38.63224307587342,125.33556682742528,399.37911956861427,179.6917813560367,1.0952162656570243,-0.09521626565702435,0.09521626565702435,2022,37
900 Chestnut St (near 10 St),46,Tue,9,1,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.1780709197796433,-0.1780709197796433,0.1780709197796433,2022,38
1000 Chestnut St (near 11 St),47,Mon,8,1,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2244683369837586,-0.22446833698375857,0.22446833698375857,2022,39
1200 Sansom Street (near 13 Street),47,Fri,9,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.136853739062674,-0.13685373906267406,0.13685373906267406,2022,40
600 Walnut Street (near 6 Street),47,Wed,8,1,997.5356,1171.497,1266.5059,2003.158,2183.637,2207.955,668.069,1173.2892,1485.2517,1013.61298,1022.2034,1027.1526,124.7233,132.84494,136.98369,3872.165,3887.121,3901.933,599.77296,734.5135,882.2443,757.04933,772.633,837.7919,725.29641,738.45136,745.28028,8733.453,8735.454,8737.21,1035.75008,1042.17784,1047.36464,2,2625.743847168864,68.28475153339512,313.8284894004425,277.27718658468876,375.1425340547778,1.1468050658065894,-0.14680506580658936,0.14680506580658936,2022,41
800 Chestnut St (near 8 St),47,Mon,9,1,231.2234,464.7941,605.2303,1398.548,1448.385,1474.862,759.6211,1012.3859,1187.867,84.73376,105.028,112.0658,340.11724,344.02898,348.78065,3231.238,3237.043,3252.102,477.6473,477.6473,499.6409,90.7244,101.4881,117.28948,67.95158,111.24083,126.59325,8044.324,8046.812,8049.059,416.90374,417.76066,419.58992,2,2470.8216774162966,129.1095191983008,129.35146489186374,661.1343175780687,234.7758021620888,1.1683654943003872,-0.16836549430038716,0.16836549430038716,2022,42
800 Walnut Street (near 8 Street),47,Tue,6,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,1.1353238010687667,-0.13532380106876674,0.13532380106876674,2022,43
900 Walnut Street (near 10 Street),47,Tue,7,1,64.99524,73.85461,78.70668,90.38955,1420.957,1929.936,46.46996,82.60672,837.92177,76.60757,81.00151,83.05804,169.93426,170.29378,176.29377,3859.812,3872.744,3887.649,516.2803,654.7593,732.9857,93.97077,118.05566,131.96399,120.06518,126.25091,128.58456,7369.374,7371.721,7373.825,370.66443,387.19322,404.69619,2,3149.9695899660514,117.51740270032754,178.7487715727307,419.9037441037893,288.6077659738645,1.1357475910865358,-0.13574759108653578,0.13574759108653578,2022,44
900 Walnut Street (near 9 Street),47,Fri,7,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.0535369852598333,-0.0535369852598333,0.0535369852598333,2022,45
1000 Chestnut St (near 11 St),48,Mon,8,2,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2245394339667544,0.7754605660332456,0.7754605660332456,2022,46
1200 Sansom Street (near 13 Street),48,Fri,8,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.1357356299570378,-0.1357356299570378,0.1357356299570378,2022,47
1200 Sansom Street (near 13 Street),48,Tue,9,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.1377765014261938,-0.1377765014261938,0.1377765014261938,2022,48
1200 Sansom Street (near 13 Street),48,Wed,7,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.135319665573154,-0.1353196655731539,0.1353196655731539,2022,49
1300 Chestnut Street (near Broad St),48,Thu,8,1,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,1.2260883723790519,-0.22608837237905188,0.22608837237905188,2022,50
1300 Chestnut Street (near Broad St),48,Thu,9,1,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,1.2272540628244928,-0.2272540628244928,0.2272540628244928,2022,51
