SmartZoneName,Week,day_of_week,hour_of_day,Events,retail_nn1,retail_nn2,retail_nn3,quick_grocery_nn1,quick_grocery_nn2,quick_grocery_nn3,dining_nn1,dining_nn2,dining_nn3,housing_nn1,housing_nn2,housing_nn3,commercial_nn1,commercial_nn2,commercial_nn3,industrial_nn1,industrial_nn2,industrial_nn3,civic_nn1,civic_nn2,civic_nn3,school_nn1,school_nn2,school_nn3,healthcare_nn1,healthcare_nn2,healthcare_nn3,parking_nn1,parking_nn2,parking_nn3,attraction_nn1,attraction_nn2,attraction_nn3,Road_class,dist_class_1,dist_class_2,dist_class_3,dist_class_4,dist_class_5,Prediction,Residual,AbsResidual,year,ordered_week
900 Walnut Street (near 9 Street),8,Fri,6,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.0529115266911626,-0.052911526691162614,0.052911526691162614,2023,214
900 Walnut Street (near 9 Street),8,Thu,7,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.0532206641860835,-0.05322066418608351,0.05322066418608351,2023,215
900 Walnut Street (near 9 Street),8,Tue,6,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.0533928090000966,-0.053392809000096575,0.053392809000096575,2023,216
900 Walnut Street (near 9 Street),8,Tue,7,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.053470005315888,-0.05347000531588808,0.05347000531588808,2023,217
900 Walnut Street (near 9 Street),8,Wed,7,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.0532081513700866,-0.05320815137008661,0.05320815137008661,2023,218
1000 Walnut Street (near 10 Street),9,Tue,8,1,730.71629,860.8708,990.28510000000006,1428.939,1973.205,1994.55,654.0521,759.38908,816.4153,112.75203,134.06875,144.05158,476.56204,492.01217,497.8854,3932.535,3951.376,3966.005,430.4938,601.9951,894.7813,195.69925,221.52911,232.97747,37.37284,46.76106,55.44346,7071.369,7073.808,7076.007,328.4941,347.35668,360.65328,2,3128.357795989225,15.119309461996048,240.5321676565792,414.61533218763145,398.279516071123,1.0632724361388652,-0.06327243613886524,0.06327243613886524,2023,219
1000 Walnut Street (near 10 Street),9,Tue,9,1,730.71629,860.8708,990.28510000000006,1428.939,1973.205,1994.55,654.0521,759.38908,816.4153,112.75203,134.06875,144.05158,476.56204,492.01217,497.8854,3932.535,3951.376,3966.005,430.4938,601.9951,894.7813,195.69925,221.52911,232.97747,37.37284,46.76106,55.44346,7071.369,7073.808,7076.007,328.4941,347.35668,360.65328,2,3128.357795989225,15.119309461996048,240.5321676565792,414.61533218763145,398.279516071123,1.063989945442176,-0.06398994544217596,0.06398994544217596,2023,220
1200 Sansom Street (near 12 Street),9,Tue,8,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.1548574989035094,-0.15485749890350942,0.15485749890350942,2023,221
1200 Sansom Street (near 12 Street),9,Wed,7,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.1536063411553281,-0.15360634115532812,0.15360634115532812,2023,222
1200 Sansom Street (near 13 Street),9,Fri,8,2,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.1342540636202887,0.8657459363797113,0.8657459363797113,2023,223
1200 Sansom Street (near 13 Street),9,Thu,9,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.1361496720903077,-0.1361496720903077,0.1361496720903077,2023,224
1300 Chestnut Street (near Broad St),9,Fri,7,1,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,1.2231701978879834,-0.22317019788798342,0.22317019788798342,2023,225
1300 Chestnut Street (near Broad St),9,Wed,8,1,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,1.2244190997710986,-0.22441909977109864,0.22441909977109864,2023,226
1300 Walnut Street (near 13 Street),9,Tue,9,1,601.17062,855.0282,983.4105,2002.854,2007.837,2508.645,331.876,385.87799,387.40186,375.68849,379.3918,392.0822,96.04947,105.99211,109.37865,4071.589,4108.539,4136.713,620.6715,646.5138,800.9203,708.4852,905.47582,911.19814,748.6777,902.47062,907.59417,6047.982,6050.805,6053.393,341.8243,361.67339,362.93579,2,3135.61456283352,38.63224307587342,125.33556682742528,399.37911956861427,179.6917813560367,1.095915856071872,-0.09591585607187203,0.09591585607187203,2023,227
600 Walnut Street (near 6 Street),9,Thu,8,1,997.5356,1171.497,1266.5059,2003.158,2183.637,2207.955,668.069,1173.2892,1485.2517,1013.61298,1022.2034,1027.1526,124.7233,132.84494,136.98369,3872.165,3887.121,3901.933,599.77296,734.5135,882.2443,757.04933,772.633,837.7919,725.29641,738.45136,745.28028,8733.453,8735.454,8737.21,1035.75008,1042.17784,1047.36464,2,2625.743847168864,68.28475153339512,313.8284894004425,277.27718658468876,375.1425340547778,1.1457415958390975,-0.14574159583909752,0.14574159583909752,2023,228
700 Walnut Street (near Washington Street),9,Fri,9,1,679.4298,979.6753,1179.0433,1898.415,2194.224,2253.402,588.9507,62.31027,106.71633,641.53058,655.0779,662.8684,135.81706,211.46131,259.0882,3815.264,3823.053,3838.107,652.30783,654.3506,678.229,357.98429,388.9005,472.67384,512.06658,516.45081,519.25225,8371.525,8373.608,8375.447,636.32465,646.35535,650.33803,2,2703.995074274691,39.068379471596714,108.55464744608821,269.3146638101654,243.62418427157877,1.145462700379534,-0.1454627003795339,0.1454627003795339,2023,229
800 Chestnut St (near 8 St),9,Fri,7,1,231.2234,464.7941,605.2303,1398.548,1448.385,1474.862,759.6211,1012.3859,1187.867,84.73376,105.028,112.0658,340.11724,344.02898,348.78065,3231.238,3237.043,3252.102,477.6473,477.6473,499.6409,90.7244,101.4881,117.28948,67.95158,111.24083,126.59325,8044.324,8046.812,8049.059,416.90374,417.76066,419.58992,2,2470.8216774162966,129.1095191983008,129.35146489186374,661.1343175780687,234.7758021620888,1.1642591968013607,-0.1642591968013607,0.1642591968013607,2023,230
800 Walnut Street (near 8 Street),9,Mon,9,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,1.135300673325749,-0.1353006733257489,0.1353006733257489,2023,231
800 Walnut Street (near 8 Street),9,Thu,7,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,1.134194473996174,-0.134194473996174,0.134194473996174,2023,232
900 Chestnut St (near 10 St),9,Tue,9,1,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.1774246868295413,-0.17742468682954127,0.17742468682954127,2023,233
900 Walnut Street (near 9 Street),9,Tue,7,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.0533487363756715,-0.0533487363756715,0.0533487363756715,2023,234
1000 Chestnut St (near 11 St),10,Mon,6,2,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.220828797225579,0.7791712027744211,0.7791712027744211,2023,235
1000 Chestnut St (near 11 St),10,Mon,8,1,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2235376936905016,-0.22353769369050158,0.22353769369050158,2023,236
1000 Chestnut St (near 11 St),10,Thu,6,1,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.221100987633036,-0.2211009876330361,0.2211009876330361,2023,237
1000 Chestnut St (near 11 St),10,Wed,8,1,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.223954054196196,-0.22395405419619596,0.22395405419619596,2023,238
1000 Walnut Street (near 10 Street),10,Tue,8,1,730.71629,860.8708,990.28510000000006,1428.939,1973.205,1994.55,654.0521,759.38908,816.4153,112.75203,134.06875,144.05158,476.56204,492.01217,497.8854,3932.535,3951.376,3966.005,430.4938,601.9951,894.7813,195.69925,221.52911,232.97747,37.37284,46.76106,55.44346,7071.369,7073.808,7076.007,328.4941,347.35668,360.65328,2,3128.357795989225,15.119309461996048,240.5321676565792,414.61533218763145,398.279516071123,1.0632149444681773,-0.06321494446817733,0.06321494446817733,2023,239
1100 Walnut Street (near 12 Street),10,Mon,8,1,296.66766,71.48261,80.50651,144.02761,1600.517,2135.496,351.58368,362.85629,373.5492,399.33651,418.54717,425.09968,474.91292,502.72417,529.53861,4114.953,4142.459,4156.472,437.4681,568.2742,870.9116,242.53654,263.24689,296.09647,240.66557,261.18239,272.07892,6594.179,6596.781,6599.144,132.8495,165.45424,177.4712,2,3179.2132526324044,21.699922635018584,113.96822570473229,404.399966523963,161.09195272118987,1.0916341020870624,-0.09163410208706235,0.09163410208706235,2023,240
1200 Chestnut St (near 13 St),10,Thu,9,1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,1.1541579127712394,-0.15415791277123936,0.15415791277123936,2023,241
1300 Chestnut Street (near Broad St),10,Mon,8,1,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,1.2242731506688365,-0.22427315066883646,0.22427315066883646,2023,242
1300 Chestnut Street (near Broad St),10,Thu,9,1,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,1.225749033454652,-0.22574903345465192,0.22574903345465192,2023,243
700 Walnut Street (near Washington Street),10,Fri,9,1,679.4298,979.6753,1179.0433,1898.415,2194.224,2253.402,588.9507,62.31027,106.71633,641.53058,655.0779,662.8684,135.81706,211.46131,259.0882,3815.264,3823.053,3838.107,652.30783,654.3506,678.229,357.98429,388.9005,472.67384,512.06658,516.45081,519.25225,8371.525,8373.608,8375.447,636.32465,646.35535,650.33803,2,2703.995074274691,39.068379471596714,108.55464744608821,269.3146638101654,243.62418427157877,1.14536443848814,-0.14536443848814007,0.14536443848814007,2023,244
900 Chestnut St (near 10 St),10,Thu,9,3,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.1768236056008285,1.8231763943991715,1.8231763943991715,2023,245
900 Chestnut St (near 10 St),10,Tue,8,1,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.1759743970308325,-0.1759743970308325,0.1759743970308325,2023,246
900 Walnut Street (near 10 Street),10,Tue,7,1,64.99524,73.85461,78.70668,90.38955,1420.957,1929.936,46.46996,82.60672,837.92177,76.60757,81.00151,83.05804,169.93426,170.29378,176.29377,3859.812,3872.744,3887.649,516.2803,654.7593,732.9857,93.97077,118.05566,131.96399,120.06518,126.25091,128.58456,7369.374,7371.721,7373.825,370.66443,387.19322,404.69619,2,3149.9695899660514,117.51740270032754,178.7487715727307,419.9037441037893,288.6077659738645,1.1343109296920573,-0.13431092969205727,0.13431092969205727,2023,247
900 Walnut Street (near 9 Street),10,Thu,7,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.053041903575179,-0.05304190357517902,0.05304190357517902,2023,248
1200 Chestnut St (near 13 St),11,Fri,9,2,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,1.153681721566442,0.8463182784335579,0.8463182784335579,2023,249
1200 Chestnut St (near 13 St),11,Wed,9,1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,1.1542277352562877,-0.15422773525628775,0.15422773525628775,2023,250
1200 Sansom Street (near 12 Street),11,Mon,9,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.155607475766429,-0.15560747576642897,0.15560747576642897,2023,251
1200 Sansom Street (near 12 Street),11,Thu,7,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.1532636565600771,-0.15326365656007712,0.15326365656007712,2023,252
1200 Sansom Street (near 13 Street),11,Tue,8,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.1348558063699816,-0.13485580636998162,0.13485580636998162,2023,253
1200 Walnut Street (near 12 Street),11,Thu,8,1,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,1.0820990139548525,-0.08209901395485253,0.08209901395485253,2023,254
1200 Walnut Street (near 12 Street),11,Wed,9,1,270.85957,964.3312,980.6505,97.14795,1707.495,2091.947,242.11582,248.25476,256.0519,13.90123,19.69349,36.13849,351.81878,370.29835,404.28545,4185.9,4216.2,4229.956,419.459,602.5681,798.8992,437.20601,450.2366,482.3916,434.94665,447.42213,459.59296,6435.538,6438.204,6440.634,288.9975,327.39945,345.07939,2,3153.101752426862,21.499810438635667,112.29332454971525,408.5099972709711,134.09383769937628,1.0825943871973362,-0.08259438719733625,0.08259438719733625,2023,255
900 Walnut Street (near 9 Street),11,Thu,7,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.053041903575179,-0.05304190357517902,0.05304190357517902,2023,256
1000 Chestnut St (near 11 St),12,Thu,9,1,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2250689275411044,-0.2250689275411044,0.2250689275411044,2023,257
1000 Chestnut St (near 11 St),12,Tue,9,1,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2255150200582208,-0.22551502005822077,0.22551502005822077,2023,258
1000 Chestnut St (near 11 St),12,Wed,8,1,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2239239661524246,-0.2239239661524246,0.2239239661524246,2023,259
1000 Walnut Street (near 10 Street),12,Tue,8,1,730.71629,860.8708,990.28510000000006,1428.939,1973.205,1994.55,654.0521,759.38908,816.4153,112.75203,134.06875,144.05158,476.56204,492.01217,497.8854,3932.535,3951.376,3966.005,430.4938,601.9951,894.7813,195.69925,221.52911,232.97747,37.37284,46.76106,55.44346,7071.369,7073.808,7076.007,328.4941,347.35668,360.65328,2,3128.357795989225,15.119309461996048,240.5321676565792,414.61533218763145,398.279516071123,1.06326368944353,-0.06326368944352989,0.06326368944352989,2023,260
1000 Walnut Street (near 10 Street),12,Wed,7,1,730.71629,860.8708,990.28510000000006,1428.939,1973.205,1994.55,654.0521,759.38908,816.4153,112.75203,134.06875,144.05158,476.56204,492.01217,497.8854,3932.535,3951.376,3966.005,430.4938,601.9951,894.7813,195.69925,221.52911,232.97747,37.37284,46.76106,55.44346,7071.369,7073.808,7076.007,328.4941,347.35668,360.65328,2,3128.357795989225,15.119309461996048,240.5321676565792,414.61533218763145,398.279516071123,1.0630130310567336,-0.06301303105673361,0.06301303105673361,2023,261
1100 Walnut Street (near 12 Street),12,Wed,9,1,296.66766,71.48261,80.50651,144.02761,1600.517,2135.496,351.58368,362.85629,373.5492,399.33651,418.54717,425.09968,474.91292,502.72417,529.53861,4114.953,4142.459,4156.472,437.4681,568.2742,870.9116,242.53654,263.24689,296.09647,240.66557,261.18239,272.07892,6594.179,6596.781,6599.144,132.8495,165.45424,177.4712,2,3179.2132526324044,21.699922635018584,113.96822570473229,404.399966523963,161.09195272118987,1.092522437414426,-0.092522437414426,0.092522437414426,2023,262
1200 Sansom Street (near 12 Street),12,Mon,8,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.1543364686407478,-0.1543364686407478,0.1543364686407478,2023,263
1200 Sansom Street (near 12 Street),12,Tue,9,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.1559947260109207,-0.15599472601092068,0.15599472601092068,2023,264
