SmartZoneName,curb_zone_id,week,Day,bookings,Weekend_dummy,retail_nn1,retail_nn2,retail_nn3,quick_grocery_nn1,quick_grocery_nn2,quick_grocery_nn3,dining_nn1,dining_nn2,dining_nn3,housing_nn1,housing_nn2,housing_nn3,commercial_nn1,commercial_nn2,commercial_nn3,industrial_nn1,industrial_nn2,industrial_nn3,civic_nn1,civic_nn2,civic_nn3,school_nn1,school_nn2,school_nn3,healthcare_nn1,healthcare_nn2,healthcare_nn3,parking_nn1,parking_nn2,parking_nn3,attraction_nn1,attraction_nn2,attraction_nn3,CLASS_2,Bike_Network_dummy
1200 Chestnut St (near 13 St),"180","45",Sat,"6",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","46",Sun,"3",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","46",Mon,"1",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","46",Tue,"3",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","46",Wed,"5",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","46",Thu,"8",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","46",Fri,"6",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","46",Sat,"1",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","47",Sun,"3",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","47",Mon,"9",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","47",Tue,"4",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","47",Wed,"5",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","47",Thu,"10",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","47",Fri,"3",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","47",Sat,"6",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","48",Sun,"2",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","48",Mon,"4",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","48",Tue,"6",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","48",Wed,"6",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","48",Thu,"5",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","48",Fri,"11",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","48",Sat,"6",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","49",Sun,"5",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","49",Mon,"8",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","49",Tue,"5",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","49",Wed,"5",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","49",Thu,"6",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","49",Fri,"9",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","49",Sat,"4",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","50",Sun,"3",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","50",Mon,"6",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","50",Tue,"2",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","50",Wed,"1",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","50",Thu,"1",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","50",Fri,"5",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","50",Sat,"9",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","51",Sun,"1",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","51",Mon,"4",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","51",Tue,"3",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","51",Wed,"7",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","51",Thu,"5",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","51",Fri,"2",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","51",Sat,"4",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","52",Sun,"3",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","52",Mon,"0",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","52",Tue,"1",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","52",Wed,"4",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","52",Thu,"7",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","52",Fri,"4",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","52",Sat,"5",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","53",Sun,"0",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","53",Mon,"0",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","53",Tue,"0",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","53",Wed,"0",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","53",Thu,"0",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","53",Fri,"0",0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Chestnut St (near 13 St),"180","53",Sat,"6",1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,"2",1
1200 Sansom Street (near 12 Street),"187","1",Sun,"0",1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,"3",1
1200 Sansom Street (near 12 Street),"187","1",Mon,"1",0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,"3",1
1200 Sansom Street (near 12 Street),"187","1",Tue,"2",0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,"3",1
1200 Sansom Street (near 12 Street),"187","1",Wed,"3",0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,"3",1
1200 Sansom Street (near 12 Street),"187","1",Thu,"2",0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,"3",1
1200 Sansom Street (near 12 Street),"187","1",Fri,"4",0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,"3",1
1200 Sansom Street (near 12 Street),"187","1",Sat,"1",1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,"3",1
1200 Sansom Street (near 12 Street),"187","2",Sun,"0",1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,"3",1
1200 Sansom Street (near 12 Street),"187","2",Mon,"2",0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,"3",1
1200 Sansom Street (near 12 Street),"187","2",Tue,"4",0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,"3",1
1200 Sansom Street (near 12 Street),"187","2",Wed,"5",0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,"3",1
